bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,39,55.04518855,49.29088383,73.68419864,0.852140713,84.24333874,1019.062061,80.58501443,59.75946968
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,40,255.5980938,34.06712274,73.68419864,0.826689188,81.74764753,1005.636203,86.92154366,37.45018926
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,41,31.38828973,30.38079263,73.54541828,1.358385266,84.50971376,1005.636203,94.35810721,65.94517282
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,42,99.70958378,182.7201506,73.99294696,2.23562005,81.75561436,1033.92224,59.96022552,37.62165959
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,43,27.33922566,270.5781639,75.90766388,1.781272724,93.72498638,934.0136334,64.00446437,32.86478946
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,44,139.0013884,453.3700062,75.87748557,3.793639842,88.94683509,1006.063891,69.05873222,25.83516925
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,45,30.6792191,37.69540276,76.07007164,2.390511217,88.94683509,1006.063891,71.03137916,27.25900937
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,46,48.53471791,39.80021649,76.07007164,1.107558339,92.80726892,1006.063891,79.9504217,32.49732211
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,47,30.12277582,26.64054443,75.7594611,0.881005739,85.1816624,955.8324187,79.94790812,35.7357833
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,48,42.76684631,22.26395345,74.49593481,2.480709267,97.3940187,937.082066,69.86279155,37.91332479
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,49,61.33539215,36.12171218,73.54266744,5.036238832,119.3817727,985.8343362,74.44205058,35.96254426
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,50,50.95717303,112.0662436,71.23935846,6.122051235,94.90789638,921.3662869,73.42758719,52.4843584
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,51,73.32878114,225.3951698,73.18626116,1.17435288,89.3787711,944.9047124,76.32795095,66.76565581
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,52,28.34325339,88.43221857,75.00027055,5.302808396,89.15085198,921.5012777,65.28310913,39.81071631
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,53,102.4520876,50.45509298,75.69037226,3.450963324,93.36101201,969.5286628,68.58360504,41.89470802
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,54,35.57979655,58.15676153,77.57209285,1.394296764,88.01024854,480.3538032,72.39430423,62.80917817
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,55,48.5324218,31.40430429,76.05698599,1.316174513,67.49811861,617.3099908,71.91169514,131.1746231
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,56,45.30860813,36.05010734,87.66705021,4.633423107,64.15470649,521.4489245,72.01737695,58.65373947
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,57,37.17941606,128.3541851,102.9413352,5.003807392,59.74659095,246.756926,72.01737695,1287.673682
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,58,68.86925906,68.5701621,177.6854206,4.093767987,84.2477102,163.5549007,75.49539468,29.47683718
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,59,58.83434941,53.96701399,177.6854206,2.656408334,66.49608858,92.62162474,75.61991519,57.77570974
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,60,80.5504611,82.24878426,177.6854206,4.783729661,81.5861453,60.99655928,75.61991519,79.26026247
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,61,109.8806947,74.39367499,89.05663773,2.035189965,64.27039734,137.3901121,75.77776003,48.36459501
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,62,38.41493401,198.4187982,79.58413114,1.303539135,72.82383329,243.1410049,75.37051497,31.28587633
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,63,62.87424705,61.30973266,81.27490979,1.412171568,93.09758036,235.8093348,73.97831578,50.74033678
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,64,84.95513149,56.90759325,78.51198804,2.065908342,67.33793662,391.9319481,74.27494897,436.1861921
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,65,128.5166316,88.0602588,92.07443771,2.570823061,67.33793662,126.4837467,73.74897833,51.84776634
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,66,41.17268012,42.28698071,82.16049674,2.928495186,102.014314,97.40529611,80.39609029,39.0182195
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,67,51.73483127,100.1874839,86.4731875,2.521585649,71.7730271,92.26573953,78.97753045,31.86746796
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,68,41.19705755,34.80809252,85.87661259,1.94693436,71.7730271,94.19530289,65.44980224,80.25019759
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,69,47.94742474,146.7980085,92.7038946,1.281782441,84.94836154,65.4577173,79.92816597,77.05822918
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,70,67.14356616,44.20697325,90.51440131,2.330576441,84.94836154,73.1121919,78.45396712,42.43864509
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,71,146.1197979,60.87715343,79.14877097,1.413610939,89.220586,81.28370888,81.82581935,61.32465716
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,72,65.17774085,40.82406707,81.02755895,4.816014032,83.77851075,248.4544046,73.27800226,62.35508769
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,73,55.5201579,52.90478779,84.14941805,2.958952779,11.53549321,219.9717989,74.12856013,40.42492528
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,74,33.21111799,79.08043608,88.62425454,3.786092156,27.20823699,165.6728082,72.6243313,56.8987401
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,75,31.94542492,218.3026847,82.77066486,3.349218501,21.76948983,90.91248194,90.83250025,111.9479422
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,76,46.96840731,2429.987344,82.36320918,1.408085713,24.81529395,78.78340118,85.96582871,108.022509
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,77,49.66146944,105.2926088,79.38851994,1.110941807,12.74702436,91.85474946,86.93347573,111.9925302
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,78,29.08226997,80.40072912,80.69929684,2.517279335,9.570918154,80.33218618,77.77318476,102.9999292
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,79,30.26816987,165.2817834,83.58859731,1.766981774,12.55731554,75.60038055,54.45100622,38.23135462
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,80,80.76102524,179.4614181,83.58859731,1.695513131,9.71924915,282.0573835,72.24964208,52.50404293
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,81,40.70606451,134.2585172,85.22111469,1.543910088,8.64225967,261.1694345,70.6945417,47.00315144
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,82,90.32324032,58.73355582,85.22111469,3.912371406,8.64225967,239.2962963,75.95130579,31.67922457
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,83,192.4312672,88.60887893,90.148243,1.082236753,13.44274725,245.5336078,74.79562467,40.96927613
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,84,43.15614746,58.27857992,90.148243,0.930359633,11.98610664,178.9030103,75.82443986,27.33202944
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,85,78.28631566,87.72044715,93.51368658,0.985219007,17.71041235,192.4877196,77.12923253,39.01829516
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,86,155.5968344,59.33756657,92.45899523,0.994577154,34.19078395,110.0301925,75.85278355,79.49618744
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,87,45.75772435,404.6648605,92.45899523,7.613697648,41.80210207,101.8899503,75.85278355,36.38927526
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,88,70.61189377,187.1011276,94.19784113,2.82800625,37.41703302,88.12623071,76.28152924,79.97371569
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,89,61.68034327,42.25286134,94.19784113,52.12448417,11.90966471,103.3630432,76.28152924,82.67149315
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,90,265.8337018,45.23028999,85.99411831,37.12913115,46.74149865,84.80367689,90.58325684,92.02112525
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,91,58.63800525,48.05286773,88.31829892,100.3398509,26.43963164,84.46070666,100.3561733,53.96227919
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,92,67.87175326,37.45473148,93.93240929,17.47939031,2.379818323,105.9115846,72.83117004,42.90681492
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,93,81.1405241,27.94728176,84.93150588,126.6683606,1.757841666,79.05725132,76.3046221,59.98647475
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,94,113.8407706,47.20609394,80.30276833,17.54907842,1.253240448,116.9410131,76.3046221,76.34329789
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,95,117.0329569,132.0617571,79.45075182,28.63323383,1.051550456,88.48905822,76.3046221,52.58801373
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,96,43.77772533,131.0860379,71.690426,12.88574306,0.89782054,59.4518849,79.45016601,48.6626687
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,97,82.72119891,967.7605517,72.18068245,9.123888476,0.936606465,82.7839749,80.08302124,55.38937221
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,98,980.107436,967.7605517,71.80476527,1.590198969,0.936606465,65.67247146,81.07103753,110.8185074
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,99,34.19143831,1073.873542,71.70037578,4.122552414,0.906647354,84.68759521,81.87050398,84.12287656
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,100,40.9672811,1073.873542,68.15883405,3.131580286,1.3069427,111.8604252,81.49277877,78.97810368
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,101,61.76175319,1073.873542,63.38769215,3.091663196,7.678802112,171.1644871,79.27503726,29.90550822
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,102,42.56374345,26.11146474,64.02659502,3.347149409,1.376940808,297.2557855,81.23762952,26.74087639
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,103,120.843209,74.33037369,73.90593887,3.138984712,1.423840612,558.6661049,80.1243056,24.72431166
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,104,47.29722464,89.85726971,80.496317,1.955718112,1.587870284,274.4781169,79.47005348,91.85552278
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,105,108.4560053,89.85726971,84.02662944,2.420698149,1.587870284,281.8353774,78.38185036,51.84177009
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,106,80.97203762,92.9217715,84.02662944,3.437283497,1.205184905,150.045422,86.46785969,51.84177009
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,107,41.71399607,72.5356337,82.46258918,1.508406096,1.577818754,77.15450185,119.7645845,171.4825643
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,108,55.16807354,92.95869037,90.86556151,1.54927555,0.952879551,90.5378146,92.26703605,56.37959266
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,109,35.04407545,46.55847641,84.10514419,1.618426961,0.941530601,94.01658004,97.30216713,91.9787505
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,110,31.49032249,62.13024244,81.87678957,1.269387544,0.941530601,196.4760517,75.20073698,45.14615541
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,111,42.35242581,41.93672676,77.05555974,1.506932072,0.941530601,175.7417404,65.65286542,63.02600785
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,112,99.85616283,94.98780772,79.17551154,1.650372564,0.941530601,93.06982834,65.9659783,107.6030777
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,113,71.17769642,57.32252127,76.58835302,1.393035514,0.941530601,100.8671285,76.68184404,114.7033109
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,114,90.40120212,43.98061498,77.36837965,1.225146112,0.941530601,179.9373997,75.0633274,29.43322631
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,115,224.7772082,169.1302255,74.5437096,1.238913907,1.002027739,304.6654915,86.08926344,104.1318979
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,116,164.6471752,80.43548201,65.74876064,2.044530678,0.992031517,414.6559084,73.56437664,52.25007534
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,117,45.49232329,119.0290832,66.52174606,1.56622564,0.892242484,463.4323144,74.58003647,72.65826627
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,118,63.09645747,49.08449224,68.54482158,1.756558124,0.892242484,505.1102044,76.98869357,92.07912443
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,119,262.6971085,256.0675974,71.49225882,1.696824763,0.892242484,629.3165841,75.79920876,78.06334034
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,120,72.27448461,47.43247348,72.69697766,1.588220401,0.892242484,618.8637033,74.36404003,121.9584006
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,121,142.4088503,57.38640645,73.26753507,3.077616265,0.892242484,537.4906199,74.55643425,84.36965774
