bmr,index,model_average,Logistic,LogLogistic,Probit,LogProbit,QuantalLinear,Multistage2,DichotomousHill
"BMR = 10%: Added, BMR: 0.1",4184,211.6001228,117.2532178,245.2013349,86.41877891,229.7976829,34.96817747,104.7278661,266.4595351
"BMR = 10%: Added, BMR: 0.1",4185,181.5620982,145.5245737,182.5563085,112.4301747,196.1111244,33.47665532,82.43446107,212.1631715
"BMR = 10%: Added, BMR: 0.1",4186,218.6279783,107.493922,194.9651387,90.08486554,222.4175786,31.50159423,112.9470135,251.5770595
"BMR = 10%: Added, BMR: 0.1",4187,282.5950094,146.1574229,235.769904,88.20765749,180.4785983,42.31193323,73.51494662,256.7893762
"BMR = 10%: Added, BMR: 0.1",4188,223.0654873,100.4320131,204.9913786,98.36552987,195.9768574,30.54477351,91.31571315,233.922995
"BMR = 10%: Added, BMR: 0.1",4189,270.6543491,103.4446016,248.9812878,82.39180795,212.947585,29.11855805,73.1488629,183.7588931
"BMR = 10%: Added, BMR: 0.1",4190,245.3460891,88.3815732,223.5667324,87.74112384,223.0991085,25.5330959,51.59742905,237.8441822
"BMR = 10%: Added, BMR: 0.1",4191,255.1384778,135.2589653,197.6087647,105.3622716,242.5234125,26.88371607,59.70088026,242.3973972
"BMR = 10%: Added, BMR: 0.1",4192,211.8212256,122.7639964,222.6850341,115.3976803,265.8191959,28.74818041,59.70088026,223.5165142
"BMR = 10%: Added, BMR: 0.1",4193,254.3722701,129.8280781,221.3201681,135.7011529,230.5510588,31.07646347,79.51381758,237.1077704
"BMR = 10%: Added, BMR: 0.1",4194,185.0337964,118.0056563,254.9189036,108.8229876,255.0247283,31.95313895,103.5460956,244.165834
"BMR = 10%: Added, BMR: 0.1",4195,195.5174472,106.682267,229.7831181,93.66667728,278.6022671,36.50057083,105.7245207,240.9131973
"BMR = 10%: Added, BMR: 0.1",4196,231.6607752,110.349713,185.6468253,82.12464208,266.8473056,23.21089578,55.10970094,186.7694938
"BMR = 10%: Added, BMR: 0.1",4197,192.8439305,113.4782722,191.3974666,76.61389655,292.2920204,34.25717861,84.9481058,186.674106
"BMR = 10%: Added, BMR: 0.1",4198,242.656823,98.84148793,230.1449477,118.0517193,266.9882854,28.63795463,92.19152134,202.6806512
"BMR = 10%: Added, BMR: 0.1",4199,243.808552,89.87962166,256.5720244,72.053084,276.635384,24.17941676,87.61604839,204.5613859
"BMR = 10%: Added, BMR: 0.1",4200,231.3110152,145.481261,177.4557493,96.09898816,285.3825539,40.57577505,97.17233977,256.8308204
"BMR = 10%: Added, BMR: 0.1",4201,251.5292279,94.25896749,243.4288278,132.2258981,277.9829569,40.28284955,38.31614825,239.3615392
"BMR = 10%: Added, BMR: 0.1",4202,213.9927074,143.9794066,242.7986265,130.9626746,256.4739118,27.83780286,35.82036882,241.2124395
"BMR = 10%: Added, BMR: 0.1",4203,258.6278853,109.2031779,182.3419037,134.5007521,270.216524,32.52481754,59.6104875,171.3140533
"BMR = 10%: Added, BMR: 0.1",4204,224.1678606,97.02582999,239.5727916,132.3760185,241.0250949,23.74425824,90.11194086,205.9492491
"BMR = 10%: Added, BMR: 0.1",4205,230.8713004,97.86901513,182.6213293,97.24850859,227.6718798,30.91469754,75.58398479,232.7035293
"BMR = 10%: Added, BMR: 0.1",4206,258.6904827,126.6725156,239.8902745,107.6515992,211.7168161,36.17757632,60.18299063,205.6095274
"BMR = 10%: Added, BMR: 0.1",4207,254.6670282,134.9647662,234.3418158,74.63768915,206.0700511,36.64900346,75.95979906,232.5215465
"BMR = 10%: Added, BMR: 0.1",4208,198.3527954,148.4908904,263.9856192,112.3343196,234.7436564,29.94191058,91.99386093,201.9242535
"BMR = 10%: Added, BMR: 0.1",4209,278.230517,143.4196238,201.5072763,97.70168929,219.1908844,29.65613304,63.52789447,183.7241246
"BMR = 10%: Added, BMR: 0.1",4210,246.5727148,151.5100976,225.8714108,141.3072065,239.4094568,30.56239258,78.25870084,135.8979378
"BMR = 10%: Added, BMR: 0.1",4211,267.8674191,117.6255413,169.2697956,110.4173165,245.8062173,40.18333613,95.83671499,185.249188
"BMR = 10%: Added, BMR: 0.1",4212,213.5691566,133.0407988,158.5072083,96.13372717,233.9998364,34.97342471,88.10792432,174.8758488
"BMR = 10%: Added, BMR: 0.1",4213,192.1738683,103.4191294,156.6765762,94.21129037,250.1350292,34.62216568,85.7348014,217.0389085
"BMR = 10%: Added, BMR: 0.1",4214,260.0047102,103.4191294,219.4407181,94.74758273,245.2711654,35.55706104,76.88955476,217.3950219
"BMR = 10%: Added, BMR: 0.1",4215,206.33079,98.44775707,192.0568903,96.88476373,257.0469253,31.25698576,68.98308077,251.485387
"BMR = 10%: Added, BMR: 0.1",4216,270.697946,105.1337336,201.401209,78.44466047,230.5897807,31.89166689,70.37426246,205.3087161
"BMR = 10%: Added, BMR: 0.1",4217,259.3848022,98.7169653,221.3841853,116.1932946,275.7184215,33.67915835,69.08586898,199.5379615
"BMR = 10%: Added, BMR: 0.1",4218,233.6540132,146.0436019,237.655394,96.18649285,247.3226542,30.63818208,91.32792843,225.8104607
"BMR = 10%: Added, BMR: 0.1",4219,240.4896095,110.2167457,173.4913482,114.9376112,270.4511055,31.07797245,66.74272883,163.24867
"BMR = 10%: Added, BMR: 0.1",4220,240.0537322,120.9033463,246.769813,100.2583577,291.8669646,33.4873664,40.77723213,189.3316019
"BMR = 10%: Added, BMR: 0.1",4221,184.5797295,123.0756805,206.3124252,116.0401602,260.2955613,38.77887617,111.7915073,195.6767962
"BMR = 10%: Added, BMR: 0.1",4222,251.2666247,84.49576548,222.5022268,93.23062159,254.91671,32.95941654,111.5594902,193.4958077
"BMR = 10%: Added, BMR: 0.1",4223,262.4638659,139.6379446,249.11383,86.78126933,260.7183421,38.1822039,91.08641822,249.8402847
"BMR = 10%: Added, BMR: 0.1",4224,188.5473946,149.1659857,170.88374,120.4206016,269.1003317,32.30459414,93.02211133,247.4641776
"BMR = 10%: Added, BMR: 0.1",4225,243.0145747,144.4118773,243.6705785,103.2670134,265.6859659,39.61578377,84.05893311,233.6497587
"BMR = 10%: Added, BMR: 0.1",4226,254.3003669,109.1370403,217.8297302,119.4385402,273.9564519,29.5482505,76.78651279,235.2820028
"BMR = 10%: Added, BMR: 0.1",4227,247.1558497,106.9192385,196.3143617,102.7584346,273.717932,31.93938364,49.13708509,170.9763898
"BMR = 10%: Added, BMR: 0.1",4228,230.5797523,118.1776555,196.9793414,88.27336434,259.0563715,27.84234817,80.07823958,198.3100554
"BMR = 10%: Added, BMR: 0.1",4229,210.6025678,138.8704083,235.9260969,114.1357928,218.0932594,28.01473406,75.32582848,232.1266363
"BMR = 10%: Added, BMR: 0.1",4230,274.0301862,119.049669,256.525113,112.4932894,208.850476,18.75337794,62.92291678,190.2980349
"BMR = 10%: Added, BMR: 0.1",4231,224.1081996,117.4332312,233.889951,86.19619912,195.236098,19.09460917,81.43594271,237.8817136
"BMR = 10%: Added, BMR: 0.1",4232,239.4474698,145.6046731,244.9853862,100.9607034,250.8478334,19.36836769,60.30844829,211.4343712
"BMR = 10%: Added, BMR: 0.1",4233,231.4651424,134.6970397,271.0944162,120.9123551,176.3748333,45.95543274,80.68576334,193.0328081
"BMR = 10%: Added, BMR: 0.1",4234,206.3195624,146.8549693,243.9050066,107.7600232,178.4151653,35.14124382,78.01115233,258.9813813
"BMR = 10%: Added, BMR: 0.1",4235,249.2611722,110.8249938,239.172395,92.95143585,199.2584273,35.71515963,108.0133082,226.4734744
"BMR = 10%: Added, BMR: 0.1",4236,249.1665153,100.1202552,243.7742927,131.0768079,191.048889,27.10232773,71.9909252,196.5573872
"BMR = 10%: Added, BMR: 0.1",4237,221.8775797,88.62799966,210.7865884,105.1865821,169.6362736,30.91101741,88.29725836,200.3718212
"BMR = 10%: Added, BMR: 0.1",4238,230.2489002,153.2452819,209.4671927,110.7061927,180.8032798,39.93690825,91.18447082,188.836532
"BMR = 10%: Added, BMR: 0.1",4239,165.9691217,135.5110682,205.2572066,86.70862065,178.0691658,35.99328041,77.47023406,175.0832685
"BMR = 10%: Added, BMR: 0.1",4240,223.5295292,100.1352921,226.2418821,109.8683343,207.4921751,30.00907846,83.28668216,171.7574568
"BMR = 10%: Added, BMR: 0.1",4241,227.1347971,79.78000129,230.010354,68.55355387,184.1604942,33.74378778,104.6760097,174.464052
"BMR = 10%: Added, BMR: 0.1",4242,240.3254684,70.81143299,237.2591358,80.62177507,204.3712491,37.74340158,104.8397891,192.9536524
"BMR = 10%: Added, BMR: 0.1",4243,242.5865965,124.2711732,256.9548763,81.47930142,220.7407349,63.37943149,117.9206105,221.3696241
"BMR = 10%: Added, BMR: 0.1",4244,235.0512873,146.7619378,229.3529011,70.67725008,200.7065674,41.08893716,64.12972994,200.431951
"BMR = 10%: Added, BMR: 0.1",4245,239.5158384,147.3627743,227.0130559,140.8205657,188.0955744,44.87807221,91.0844309,166.0901825
"BMR = 10%: Added, BMR: 0.1",4246,214.3951111,158.4882959,207.5232187,136.3007141,212.6350085,26.2826749,80.88623947,212.3462984
"BMR = 10%: Added, BMR: 0.1",4247,258.8506282,93.14834809,222.6319151,157.4831537,254.2838112,23.3131103,76.33984914,230.2090604
"BMR = 10%: Added, BMR: 0.1",4248,228.6984619,179.8158973,221.3880403,70.22913157,261.2215275,33.69825291,89.34351448,184.6590269
"BMR = 10%: Added, BMR: 0.1",4249,239.4709239,106.9744778,214.2711913,62.7795596,196.719477,34.06654774,109.7805263,171.6884719
"BMR = 10%: Added, BMR: 0.1",4250,208.6626527,109.9924986,231.9392166,61.11149267,205.9507999,32.15335718,81.02611833,205.1452802
"BMR = 10%: Added, BMR: 0.1",4251,239.7437098,88.94958097,237.2566742,87.60218946,209.9156553,37.60628213,78.93395532,152.0125393
"BMR = 10%: Added, BMR: 0.1",4252,213.8913936,90.89972721,238.4280434,97.51624595,225.4960843,32.14625836,78.93395532,163.2082593
"BMR = 10%: Added, BMR: 0.1",4253,260.4181755,94.99558822,210.3712711,86.48688469,217.6430424,35.45058101,79.50349567,198.4500024
"BMR = 10%: Added, BMR: 0.1",4254,239.5917111,125.4515151,264.5826314,87.44632219,257.4016649,32.69308216,98.50197599,185.0265812
"BMR = 10%: Added, BMR: 0.1",4255,162.8516882,85.96349608,206.0572275,84.38292881,272.3869238,25.21021814,60.47816374,185.0265812
"BMR = 10%: Added, BMR: 0.1",4256,196.9236053,109.9878486,234.1714745,99.36786269,268.3718169,28.32179166,77.56168692,191.0691269
"BMR = 10%: Added, BMR: 0.1",4257,239.365464,72.84352169,250.4205836,103.6957999,288.9328412,26.58049347,77.56168692,167.4894399
"BMR = 10%: Added, BMR: 0.1",4258,207.9101354,130.7323242,173.112384,84.9206143,251.1126077,35.60157238,100.5744328,190.1007661
"BMR = 10%: Added, BMR: 0.1",4259,207.9205101,112.5336323,260.1241672,88.43663541,285.4842405,42.03268809,60.04309499,211.0085117
"BMR = 10%: Added, BMR: 0.1",4260,252.8430624,94.54195742,175.4477415,99.27846554,285.4842405,30.252776,87.10908024,239.23639
"BMR = 10%: Added, BMR: 0.1",4261,231.6321437,144.9912822,200.7249383,121.9978383,269.5129472,32.40994242,88.83686514,173.8501835
"BMR = 10%: Added, BMR: 0.1",4262,237.6770038,141.2681826,268.2701248,96.16061209,284.9704133,27.5154177,91.48133404,162.5011442
"BMR = 10%: Added, BMR: 0.1",4263,202.1002193,138.7707699,283.2686689,120.6483462,271.7002771,35.28904657,58.86857505,285.1330876
"BMR = 10%: Added, BMR: 0.1",4264,213.9720195,138.7707699,247.0187508,81.51140278,271.6901209,34.72688348,116.61137,261.0951039
"BMR = 10%: Added, BMR: 0.1",4265,214.7376783,152.9779433,187.8036994,82.12367395,269.50039,46.38713601,95.62910379,231.9518141
"BMR = 10%: Added, BMR: 0.1",4266,215.421814,148.2690821,203.0569192,99.28879604,265.5378511,31.92735397,86.49088179,250.1956806
"BMR = 10%: Added, BMR: 0.1",4267,255.7347357,101.6502126,203.6507804,99.28879604,264.5370966,28.41393304,55.17590526,223.8484453
"BMR = 10%: Added, BMR: 0.1",4268,214.2711913,160.9770935,210.0833301,71.8164751,269.7762739,33.2983574,98.20180662,241.620795
"BMR = 10%: Added, BMR: 0.1",4269,201.7685163,124.512496,229.2981251,79.08878206,278.1317385,45.10211779,77.74709156,200.0287526
"BMR = 10%: Added, BMR: 0.1",4270,176.1598179,133.5106184,216.1540505,89.53543643,278.1317385,25.93768783,107.5915334,235.1543338
"BMR = 10%: Added, BMR: 0.1",4271,250.962781,149.1690974,236.0802508,133.3139229,278.1317385,26.13392036,88.64476419,223.9744821
"BMR = 10%: Added, BMR: 0.1",4272,213.6877842,90.3112499,230.9773819,117.838971,278.1317385,22.79676607,78.79467909,244.8464107
"BMR = 10%: Added, BMR: 0.1",4273,211.7409314,114.8405869,265.7286612,102.5905578,278.1317385,22.95481614,86.87823388,257.7871753
"BMR = 10%: Added, BMR: 0.1",4274,188.8733583,121.8544045,251.1502127,120.5752587,278.1317385,47.15767857,65.5263379,179.8827528
"BMR = 10%: Added, BMR: 0.1",4275,250.935432,108.7272388,251.1502127,147.3235809,278.1317385,53.53442376,70.05730139,234.753035
"BMR = 10%: Added, BMR: 0.1",4276,262.2539779,79.32230106,272.0111969,123.7108632,278.0371547,44.6045745,69.98097599,233.670186
"BMR = 10%: Added, BMR: 0.1",4277,258.6294543,85.29070944,174.8245993,114.4981354,269.4494114,26.59166564,91.78858475,206.6570216
"BMR = 10%: Added, BMR: 0.1",4278,252.7603171,94.14324619,164.9670818,107.4122388,266.2945257,28.77092795,44.09139949,212.3760352
"BMR = 10%: Added, BMR: 0.1",4279,249.4572542,128.3899516,227.6381589,130.2888221,276.6805764,64.44536016,44.09139949,188.2638931
"BMR = 10%: Added, BMR: 0.1",4280,254.6239974,171.9592967,188.1216163,123.6753838,248.0177295,35.40322247,86.30528216,200.9192776
"BMR = 10%: Added, BMR: 0.1",4281,281.1792744,162.1348491,235.4165764,121.7783326,254.0624356,35.15413058,74.53814331,187.9062484
"BMR = 10%: Added, BMR: 0.1",4282,237.0953453,160.4577303,204.18807,104.0576058,191.6055276,41.4276768,41.75204292,182.2929585
"BMR = 10%: Added, BMR: 0.1",4283,216.6976244,184.1206595,195.5426433,126.8796599,233.3590097,56.33931629,62.29141827,255.8729668
"BMR = 10%: Added, BMR: 0.1",4284,251.8123988,180.2657734,215.0283256,107.0567158,227.5415033,27.62875135,128.9033742,250.0767179
"BMR = 10%: Added, BMR: 0.1",4285,233.984747,170.1383691,269.7903787,86.78437145,237.555264,30.4001023,85.52331525,221.5598051
"BMR = 10%: Added, BMR: 0.1",4286,172.752392,174.3213809,187.6858514,111.8185788,202.1946893,35.43598018,66.37595717,235.8379632
"BMR = 10%: Added, BMR: 0.1",4287,231.980552,114.2119724,225.6386597,133.6039005,189.44468,30.41334014,96.55657166,239.9681509
"BMR = 10%: Added, BMR: 0.1",4288,229.8382738,109.2520451,227.2121379,138.658547,192.6819641,33.5733932,67.24027363,257.7416376
"BMR = 10%: Added, BMR: 0.1",4289,199.2906287,104.7395521,213.6397134,96.82060071,203.4203194,46.59367063,45.29097152,237.6419477
"BMR = 10%: Added, BMR: 0.1",4290,247.2565292,143.4644841,201.2805727,98.9083236,170.6829382,28.84429538,38.54886386,209.1230481
"BMR = 10%: Added, BMR: 0.1",4291,248.119763,143.4644841,217.8892761,88.03705195,195.5636289,28.55060206,99.8217267,151.3561803
"BMR = 10%: Added, BMR: 0.1",4292,295.4382262,117.0880593,236.9443716,102.3287084,215.5748648,39.48541756,116.8399917,187.3469394
"BMR = 10%: Added, BMR: 0.1",4293,236.5768908,164.3918832,200.9949931,91.36053488,251.7909328,35.72897205,109.0425911,156.9390562
"BMR = 10%: Added, BMR: 0.1",4294,232.45096,129.2073661,181.9801725,93.78062367,184.7554861,24.7326158,90.78003218,225.9384391
"BMR = 10%: Added, BMR: 0.1",4295,250.2280899,131.0703514,180.7459101,117.568026,204.5072614,23.09997068,80.66747697,202.7902321
"BMR = 10%: Added, BMR: 0.1",4296,258.689972,73.28260247,240.233042,94.11208927,195.4816406,36.55686177,61.04293118,168.1120573
"BMR = 10%: Added, BMR: 0.1",4297,254.6493406,128.0380012,256.2252923,67.65349079,249.562174,47.73453736,98.65848123,188.9886532
"BMR = 10%: Added, BMR: 0.1",4298,236.5628833,135.9190428,267.8434227,69.0955381,230.9071051,41.4945235,90.8361437,161.8720629
"BMR = 10%: Added, BMR: 0.1",4299,282.7884623,129.6924961,260.7399747,113.6150533,207.8276522,25.31014189,104.5343476,166.71178
"BMR = 10%: Added, BMR: 0.1",4300,253.9665419,119.8591727,260.7399747,127.4576836,232.0872743,24.52627836,75.86272143,189.5265931
"BMR = 10%: Added, BMR: 0.1",4301,248.249039,107.4095158,260.7399747,78.45554808,226.1505763,35.4758485,63.46286588,139.6339458
"BMR = 10%: Added, BMR: 0.1",4302,217.0486568,146.9377983,260.7399747,120.5712909,248.4424157,37.66640618,85.65308417,172.6561607
"BMR = 10%: Added, BMR: 0.1",4303,229.7055562,122.0673547,255.3577149,97.59085868,269.2548176,34.11971736,91.14530727,168.8805255
"BMR = 10%: Added, BMR: 0.1",4304,199.2319881,95.00756877,261.141784,112.1790025,268.4911585,27.71804103,98.88629879,259.6032253
"BMR = 10%: Added, BMR: 0.1",4305,216.0147884,112.8314284,236.7568282,109.1818414,258.4468644,31.41682282,42.84392892,242.0833568
"BMR = 10%: Added, BMR: 0.1",4306,246.5392597,127.0070486,215.7594904,97.70695127,276.532811,31.43340176,84.28348221,262.8904743
"BMR = 10%: Added, BMR: 0.1",4307,268.6794185,114.30648,261.4493592,68.3744346,285.2467205,23.69609561,90.71532044,262.8904743
"BMR = 10%: Added, BMR: 0.1",4308,180.9852811,96.47673582,236.1205544,85.63490002,266.960674,31.90902112,95.08703366,262.8904743
"BMR = 10%: Added, BMR: 0.1",4309,231.8543053,130.5963308,242.8031388,78.15193548,218.161474,39.50335229,109.6755532,262.8904743
"BMR = 10%: Added, BMR: 0.1",4310,209.2000688,104.8264025,232.9990375,104.0493533,237.446902,27.30670609,81.57294896,262.8904743
"BMR = 10%: Added, BMR: 0.1",4311,233.147956,126.4258072,208.2318761,98.75634802,194.8170534,27.09359928,92.13583935,234.4507234
"BMR = 10%: Added, BMR: 0.1",4312,244.8917546,133.6001309,244.7756692,73.3421741,204.5301062,36.98825743,104.9060342,226.889249
"BMR = 10%: Added, BMR: 0.1",4313,230.234626,131.4550792,173.8458736,94.52704658,224.7045075,32.90978646,61.29333576,226.889249
"BMR = 10%: Added, BMR: 0.1",4314,149.1276986,125.5410621,206.8465613,78.17843562,206.3278323,28.32429593,111.8172076,211.2723201
"BMR = 10%: Added, BMR: 0.1",4315,231.7732081,140.4039364,225.0740349,92.08384692,208.9254117,25.75080054,118.8447881,174.0674168
"BMR = 10%: Added, BMR: 0.1",4316,227.8363745,97.26855843,256.949882,77.24906081,210.1939098,39.51017345,77.21662754,279.4519436
"BMR = 10%: Added, BMR: 0.1",4317,250.3485407,92.55090995,169.8110646,70.44632485,259.5305098,26.60650222,83.40402011,171.8822718
"BMR = 10%: Added, BMR: 0.1",4318,221.8506125,117.551869,240.8802773,106.5675488,265.353372,25.90635995,80.41703721,186.6160624
"BMR = 10%: Added, BMR: 0.1",4319,221.5650625,179.1737078,182.3446428,109.3841063,259.1191999,37.12895678,99.33671163,192.5011715
"BMR = 10%: Added, BMR: 0.1",4320,211.0858499,111.2320142,259.1184946,91.62725198,271.9209011,29.78563303,89.91546288,214.3753912
"BMR = 10%: Added, BMR: 0.1",4321,218.4788816,112.7768378,211.6852302,77.81179517,247.5876662,31.8189973,99.12207995,189.8494925
"BMR = 10%: Added, BMR: 0.1",4322,190.3180959,117.0397847,234.6874861,99.94192283,273.0013355,30.1473745,71.55425396,208.6589455
"BMR = 10%: Added, BMR: 0.1",4323,175.7505988,86.54448256,238.4118033,77.20041687,256.4453153,45.35436814,65.34845083,232.1157103
"BMR = 10%: Added, BMR: 0.1",4324,248.1096978,86.70836671,265.3616959,101.3584887,241.3195846,35.17526438,36.0038092,206.7763749
"BMR = 10%: Added, BMR: 0.1",4325,256.2713738,86.70836671,268.0313127,83.93944829,250.6277684,27.96858094,102.5312363,208.2684792
"BMR = 10%: Added, BMR: 0.1",4326,204.7640885,93.25079677,227.6579808,77.43030814,223.6616233,28.47413976,109.7459476,260.2785074
"BMR = 10%: Added, BMR: 0.1",4327,253.2392814,97.04050433,212.1926427,114.132723,269.2772218,29.20766296,75.68503697,188.976625
"BMR = 10%: Added, BMR: 0.1",4328,192.1288647,110.066766,240.3787357,68.5014186,260.4981466,28.87289753,63.02395543,214.8966238
"BMR = 10%: Added, BMR: 0.1",4329,255.0731899,106.5793891,267.3957515,94.84063941,242.870819,32.70338928,71.53022792,202.084649
"BMR = 10%: Added, BMR: 0.1",4330,262.1445873,144.6418923,257.9243099,110.9655007,236.5507742,33.60018926,40.4250335,236.3310205
"BMR = 10%: Added, BMR: 0.1",4331,251.1959207,141.5076668,260.4181755,109.4988753,242.7468724,29.15482652,40.4250335,250.0590427
"BMR = 10%: Added, BMR: 0.1",4332,217.5180986,141.5270228,275.3168878,115.2499876,263.206993,26.78761902,39.40420034,202.9844955
"BMR = 10%: Added, BMR: 0.1",4333,223.3799061,139.7053121,252.7118844,98.05149511,278.3131735,39.11454224,50.13001094,280.7831556
"BMR = 10%: Added, BMR: 0.1",4334,274.0842932,143.5240776,179.8702434,99.38831538,240.0923299,31.66207393,45.52569661,212.2003982
"BMR = 10%: Added, BMR: 0.1",4335,206.6356329,157.3111715,237.0654637,87.72758129,221.7136329,36.65020805,75.67976692,197.1773292
"BMR = 10%: Added, BMR: 0.1",4336,244.2934605,101.1050037,215.8992856,75.63685905,269.2740888,35.86732619,78.9919445,206.4100642
"BMR = 10%: Added, BMR: 0.1",4337,196.9867215,131.4082184,200.7230264,90.14222063,218.1964912,37.53955968,86.04181458,182.8475001
"BMR = 10%: Added, BMR: 0.1",4338,177.3057517,168.7657822,173.5867061,73.46676044,213.385487,28.62652329,94.18186384,167.0565183
"BMR = 10%: Added, BMR: 0.1",4339,241.0706852,165.1182638,219.371868,89.66243772,188.5862597,28.10106498,82.3206007,179.1305115
"BMR = 10%: Added, BMR: 0.1",4340,235.1748812,158.3499033,208.5718176,96.794133,264.7730127,22.89981343,101.8855498,238.9105003
"BMR = 10%: Added, BMR: 0.1",4341,252.6783888,145.2979182,219.7294675,119.9908681,281.6760261,39.75877069,52.9821225,235.0026893
"BMR = 10%: Added, BMR: 0.1",4342,245.3174546,140.1734951,242.4308277,105.4059623,281.6760261,35.4427052,138.1273929,197.6510635
"BMR = 10%: Added, BMR: 0.1",4343,219.5041556,141.6218408,261.9465425,87.47075709,275.1581648,43.87317474,72.92242368,242.7675198
"BMR = 10%: Added, BMR: 0.1",4344,216.7456934,136.2462618,201.3396567,106.7243494,271.4074907,27.33514064,82.45169745,228.3617641
"BMR = 10%: Added, BMR: 0.1",4345,246.856108,125.5232881,224.5679667,82.59134592,259.6319217,27.67757844,77.83627528,268.2716576
"BMR = 10%: Added, BMR: 0.1",4346,228.4886258,144.4228047,243.792902,90.03284257,242.2373485,37.16803268,92.93029007,251.8422617
"BMR = 10%: Added, BMR: 0.1",4347,228.4912869,129.7551798,243.792902,114.8848449,247.408764,37.07643295,76.99344724,198.7417877
"BMR = 10%: Added, BMR: 0.1",4348,255.1060265,126.830217,242.5631005,117.4782878,181.524669,35.95554892,112.4819072,236.9913088
"BMR = 10%: Added, BMR: 0.1",4349,224.102836,95.93580693,250.0914125,100.9304922,175.3876782,41.13326383,110.3452061,272.705595
"BMR = 10%: Added, BMR: 0.1",4350,220.2113649,78.47894694,192.3450443,121.2991215,272.755641,41.543865,70.27628779,272.705595
"BMR = 10%: Added, BMR: 0.1",4351,233.877346,92.37304276,231.1582159,80.85910783,222.8515141,41.80323718,124.2182714,273.8897793
"BMR = 10%: Added, BMR: 0.1",4352,203.7067034,116.5514059,212.2482793,100.8669064,194.402458,26.04768923,95.46704807,248.9951443
"BMR = 10%: Added, BMR: 0.1",4353,234.9286216,152.1819967,248.3999323,78.40322097,195.9916888,39.7756688,62.58091135,268.7045305
"BMR = 10%: Added, BMR: 0.1",4354,205.4609177,99.74864637,247.9816782,90.3221437,172.1494219,27.47675445,71.74415433,188.8737205
"BMR = 10%: Added, BMR: 0.1",4355,227.2637015,117.8332272,253.0170818,121.4759622,203.1784401,39.80918182,104.3935259,153.218792
"BMR = 10%: Added, BMR: 0.1",4356,247.3541813,139.5102129,253.0170818,153.2001976,278.3352978,35.85271324,104.1723891,166.9822945
"BMR = 10%: Added, BMR: 0.1",4357,253.0170818,98.61017762,225.8699105,110.3349464,264.7105148,36.29097834,74.31546325,195.6658852
"BMR = 10%: Added, BMR: 0.1",4358,269.7829905,149.7321671,210.2076396,128.7849319,269.0815556,38.23117245,104.6063151,168.5932754
"BMR = 10%: Added, BMR: 0.1",4359,185.6286013,116.0927294,217.0511453,128.1238381,264.2626867,36.77553615,117.1417457,227.3597458
"BMR = 10%: Added, BMR: 0.1",4360,185.8823662,118.5288367,234.3331394,100.3102895,257.9746233,41.21964435,77.71488939,233.0877165
"BMR = 10%: Added, BMR: 0.1",4361,248.7792409,100.8509378,229.0286456,105.8806874,150.0665461,39.70230463,63.69361229,243.4455238
"BMR = 10%: Added, BMR: 0.1",4362,141.5740209,125.8170793,244.0427846,101.9736061,200.3899085,27.4932084,103.0305902,251.2594864
"BMR = 10%: Added, BMR: 0.1",4363,227.9526672,142.6945123,280.3944216,119.3432436,191.9503294,27.76977657,48.78961751,251.2594864
"BMR = 10%: Added, BMR: 0.1",4364,253.0379229,123.2394683,269.290386,118.7466204,224.1102085,27.54725335,117.7000261,251.2594864
"BMR = 10%: Added, BMR: 0.1",4365,236.6813787,111.161583,269.290386,83.01350315,210.4286725,23.04562335,48.10118926,273.0765751
"BMR = 10%: Added, BMR: 0.1",4366,242.7376022,110.9399126,239.1984854,84.3662742,186.9724683,24.39781155,72.35459195,268.1042108
"BMR = 10%: Added, BMR: 0.1",4367,170.5916057,148.7408143,259.7444114,71.73561539,194.8562124,34.56944436,68.77627416,277.3793915
"BMR = 10%: Added, BMR: 0.1",4368,255.2922086,148.7408143,237.3567044,86.57810819,225.1679504,60.50841588,48.14107842,239.5270719
"BMR = 10%: Added, BMR: 0.1",4369,264.212857,132.163241,258.2726733,130.6158739,212.5689848,80.95465481,88.71433991,221.5708015
"BMR = 10%: Added, BMR: 0.1",4370,190.3806154,116.3349877,259.3580845,127.8844909,270.1950804,77.30300802,132.3828458,211.767202
"BMR = 10%: Added, BMR: 0.1",4371,263.8193809,133.8928535,228.6818723,76.62783391,278.264738,38.33801269,83.06723574,251.8013887
"BMR = 10%: Added, BMR: 0.1",4372,233.4628687,120.6445973,262.2639583,101.7845649,278.264738,47.57753756,83.06723574,220.3857459
"BMR = 10%: Added, BMR: 0.1",4373,255.9745125,124.8133388,260.3126431,99.27981552,278.8758337,39.41635741,72.03124657,246.930673
"BMR = 10%: Added, BMR: 0.1",4374,239.7285083,121.802821,242.5741726,96.11086018,253.16784,44.26686018,62.13881242,187.7904188
"BMR = 10%: Added, BMR: 0.1",4375,222.4299616,108.2197145,243.6172832,109.1908448,162.0807114,46.69365216,73.08337331,197.4376266
"BMR = 10%: Added, BMR: 0.1",4376,202.8254923,94.68133796,239.6807947,85.65776641,219.6223269,75.29163022,92.27312291,204.7028535
"BMR = 10%: Added, BMR: 0.1",4377,212.9306882,167.6718257,203.1213728,104.4972713,178.3318964,67.5161829,92.27312291,277.7999995
"BMR = 10%: Added, BMR: 0.1",4378,271.0944162,115.7311543,224.4849003,97.12771553,219.0452681,26.34233778,79.97877136,173.9315621
