"X50.","X5.","X95.","CAS"
4.74419911979606,1.06680628398596,22.0279155186994,"91-20-3"
3.1065677209966,0.521690615268252,17.4066653181557,"206-44-0"
1.81690811311858,0.35307847540392,10.4997247148479,"83-32-9"
0.170944438036706,0.000916566602826307,0.563365484221076,"92-87-5"
14.0808685024067,2.60406367427748,74.7321990123305,"106-44-5"
13.6189237869653,6.41577548598009,58.3876340076708,"87-61-6"
0.000912773165315734,0.00051377120551586,0.00178596318916247,"60-57-1"
0.0367374466650751,0.0144378224726199,0.111467455330827,"309-00-2"
0.127602194423066,0.00150297288992379,0.526410132591211,"76-44-8"
1.94568689740683e-05,8.07806755803153e-06,0.000671441003518791,"58-89-9"
0.0792740530228,0.0105566332849823,0.488813847919177,"87-86-5"
0.0762875122150731,0.0382630231062954,1.22253826149038,"86-50-0"
0.278993219128705,0.041102471410622,2.37198354936678,"115-32-2"
0.129112862381351,0.0206987243126625,0.37139949565672,"115-29-7"
0.00575386987608366,0.00261844053541252,0.136957925128731,"2921-88-2"
