model,index,a,b,c,g
Logistic,12028,-3.58207,38.2027,,
Logistic,12029,-3.61488,39.2313,,
Logistic,12030,-3.52583,38.8319,,
Logistic,12031,-3.52583,38.8319,,
Logistic,12032,-3.47735,36.851,,
Logistic,12033,-3.47735,36.851,,
Logistic,12034,-3.14788,34.1828,,
Logistic,12035,-3.12024,31.3459,,
Logistic,12036,-2.28306,30.3308,,
Logistic,12037,-2.28922,30.1405,,
Logistic,12038,-2.32783,23.2141,,
Logistic,12039,-2.15914,25.0542,,
Logistic,12040,-2.25464,30.4988,,
Logistic,12041,-1.69598,16.8431,,
Logistic,12042,-2.23393,29.0371,,
Logistic,12043,-2.38789,29.3663,,
Logistic,12044,-2.97108,35.5738,,
Logistic,12045,-2.12219,25.3433,,
Logistic,12046,-2.18344,29.4032,,
Logistic,12047,-2.19192,30.5389,,
Logistic,12048,-1.54519,29.0653,,
Logistic,12049,-3.83246,32.5569,,
Logistic,12050,-3.77596,33.8729,,
Logistic,12051,-3.65101,31.1797,,
Logistic,12052,-3.73846,31.617,,
Logistic,12053,-3.85639,33.8041,,
Logistic,12054,-3.07139,32.9883,,
Logistic,12055,-3.13965,35.0251,,
Logistic,12056,-2.78565,36.0663,,
Logistic,12057,-2.40745,27.3379,,
Logistic,12058,-2.4204,29.443,,
Logistic,12059,-3.66875,34.7316,,
Logistic,12060,-3.41839,35.3716,,
Logistic,12061,-3.74172,35.5286,,
Logistic,12062,-3.9332,32.9509,,
Logistic,12063,-3.79124,34.3384,,
Logistic,12064,-3.36163,36.4303,,
Logistic,12065,-3.30485,39.02,,
Logistic,12066,-3.30485,39.02,,
Logistic,12067,-3.30485,39.02,,
Logistic,12068,-3.10178,37.2963,,
Logistic,12069,-2.82136,37.5408,,
Logistic,12070,-3.03085,39.1761,,
Logistic,12071,-3.7021,38.3168,,
Logistic,12072,-3.85742,39.5306,,
Logistic,12073,-3.35583,36.7257,,
Logistic,12074,-3.47531,37.6765,,
Logistic,12075,-3.68687,39.081,,
Logistic,12076,-3.92673,39.4231,,
Logistic,12077,-3.8354,38.4349,,
Logistic,12078,-3.49507,38.4292,,
Logistic,12079,-3.53666,36.6034,,
Logistic,12080,-3.53489,36.4095,,
Logistic,12081,-3.37541,39.0426,,
Logistic,12082,-3.45808,37.3841,,
Logistic,12083,-3.68951,26.4585,,
Logistic,12084,-2.12462,32.2506,,
Logistic,12085,-3.00212,33.043,,
Logistic,12086,-2.70513,30.9405,,
Logistic,12087,-2.45123,25.2224,,
Logistic,12088,-2.5283,36.6601,,
Logistic,12089,-2.57121,24.5246,,
Logistic,12090,-3.10639,35.1513,,
Logistic,12091,-2.9084,32.0129,,
Logistic,12092,-2.78027,29.2861,,
Logistic,12093,-2.73247,28.0873,,
Logistic,12094,-2.02788,22.3801,,
Logistic,12095,-1.28643,16.9549,,
Logistic,12096,-1.32184,18.8097,,
Logistic,12097,-2.8374,30.2905,,
Logistic,12098,-3.05074,31.277,,
Logistic,12099,-3.31872,34.7222,,
Logistic,12100,-3.21549,37.5815,,
Logistic,12101,-2.71899,30.2177,,
Logistic,12102,-1.77712,22.0511,,
Logistic,12103,-2.69888,29.4604,,
Logistic,12104,-2.56694,26.3525,,
Logistic,12105,-2.94723,36.7995,,
Logistic,12106,-2.53956,26.056,,
Logistic,12107,-1.7048,20.5219,,
Logistic,12108,-2.02781,22.6492,,
Logistic,12109,-1.52907,19.1424,,
Logistic,12110,-1.40045,16.2381,,
Logistic,12111,-1.24265,16.0115,,
Logistic,12112,-1.5443,21.355,,
Logistic,12113,-2.00754,15.8532,,
Logistic,12114,-1.74729,20.3018,,
Logistic,12115,-2.32095,23.5208,,
Logistic,12116,-2.72432,28.363,,
Logistic,12117,-1.57399,21.4445,,
Logistic,12118,-2.78506,26.0476,,
Logistic,12119,-1.89658,26.6637,,
Logistic,12120,-1.89027,29.2938,,
Logistic,12121,-2.00477,28.9694,,
Logistic,12122,-2.18395,26.9032,,
Logistic,12123,-2.53699,36.1712,,
Logistic,12124,-2.2469,20.2944,,
Logistic,12125,-1.95185,25.8868,,
Logistic,12126,-3.34295,35.3579,,
Logistic,12127,-2.59528,29.6811,,
Logistic,12128,-2.57297,30.8038,,
Logistic,12129,-2.48808,31.429,,
Logistic,12130,-3.20314,32.4741,,
Logistic,12131,-2.95684,34.4041,,
Logistic,12132,-2.3074,28.3536,,
Logistic,12133,-2.60573,25.4168,,
Logistic,12134,-2.11418,20.2401,,
Logistic,12135,-1.11892,16.4334,,
Logistic,12136,-2.58692,23.9391,,
Logistic,12137,-2.62402,23.7692,,
Logistic,12138,-2.98095,23.2546,,
Logistic,12139,-2.45693,23.581,,
Logistic,12140,-2.85079,36.725,,
Logistic,12141,-2.46122,24.6993,,
Logistic,12142,-2.16383,29.5688,,
Logistic,12143,-2.19878,27.021,,
Logistic,12144,-3.63733,36.1089,,
Logistic,12145,-3.96977,35.1169,,
Logistic,12146,-3.85648,37.7307,,
Logistic,12147,-3.89512,37.7857,,
Logistic,12148,-3.24278,38.8507,,
Logistic,12149,-3.46318,36.2629,,
Logistic,12150,-2.62375,34.0971,,
Logistic,12151,-2.47001,36.5364,,
Logistic,12152,-2.57529,37.8428,,
Logistic,12153,-2.61839,26.87,,
Logistic,12154,-2.50077,32.4141,,
Logistic,12155,-2.13695,20.6984,,
Logistic,12156,-2.584,34.982,,
Logistic,12157,-2.62136,32.4917,,
Logistic,12158,-2.49599,34.6166,,
Logistic,12159,-2.14126,20.9764,,
Logistic,12160,-2.78808,37.0557,,
Logistic,12161,-3.63233,34.2194,,
Logistic,12162,-3.27709,32.5149,,
Logistic,12163,-3.16376,33.955,,
Logistic,12164,-3.13759,30.999,,
Logistic,12165,-2.13088,28.1167,,
Logistic,12166,-2.19628,21.0851,,
Logistic,12167,-2.46647,20.5498,,
Logistic,12168,-2.50405,19.5421,,
Logistic,12169,-2.28209,19.6264,,
Logistic,12170,-2.36347,32.5612,,
Logistic,12171,-2.25163,34.3065,,
Logistic,12172,-1.82878,15.9042,,
Logistic,12173,-1.82756,15.9398,,
Logistic,12174,-1.73436,16.2692,,
Logistic,12175,-1.79843,18.8954,,
Logistic,12176,-2.02216,25.6881,,
Logistic,12177,-1.80502,26.735,,
Logistic,12178,-1.50639,26.4747,,
Logistic,12179,-2.99785,28.2179,,
Logistic,12180,-2.98252,31.2064,,
Logistic,12181,-2.34539,24.1179,,
Logistic,12182,-2.89862,34.9761,,
Logistic,12183,-3.05294,30.3013,,
Logistic,12184,-3.06942,32.2781,,
Logistic,12185,-3.25847,36.2658,,
Logistic,12186,-3.03925,37.4813,,
Logistic,12187,-3.10808,35.5272,,
Logistic,12188,-3.48386,35.6554,,
Logistic,12189,-2.47071,30.2412,,
Logistic,12190,-2.21297,28.1986,,
Logistic,12191,-2.46512,22.6144,,
Logistic,12192,-1.95342,29.0406,,
Logistic,12193,-2.92617,26.9578,,
Logistic,12194,-2.588,23.6393,,
Logistic,12195,-2.33374,26.1325,,
Logistic,12196,-2.86027,25.5062,,
Logistic,12197,-2.26498,24.0139,,
Logistic,12198,-1.92948,27.9166,,
Logistic,12199,-3.66251,35.9711,,
Logistic,12200,-3.38212,35.8315,,
Logistic,12201,-3.28863,36.7595,,
Logistic,12202,-3.15774,34.5044,,
Logistic,12203,-2.73683,38.2892,,
Logistic,12204,-3.41797,31.7976,,
Logistic,12205,-3.3612,35.1587,,
Logistic,12206,-3.13138,35.9551,,
Logistic,12207,-2.18636,29.236,,
Logistic,12208,-2.36064,34.2111,,
Logistic,12209,-1.78188,21.54,,
Logistic,12210,-2.37484,29.4092,,
Logistic,12211,-2.51547,28.6074,,
Logistic,12212,-2.78022,26.2126,,
Logistic,12213,-2.51623,28.1858,,
Logistic,12214,-2.44761,30.0355,,
Logistic,12215,-2.59588,28.8569,,
Logistic,12216,-2.58499,34.9223,,
Logistic,12217,-3.19678,32.6152,,
Logistic,12218,-3.01635,34.8136,,
Logistic,12219,-2.63337,35.3462,,
Logistic,12220,-2.8919,35.6331,,
Logistic,12221,-2.32932,24.3952,,
Logistic,12222,-2.37552,26.4557,,
Logistic,12223,-2.71019,23.3847,,
Logistic,12224,-2.80599,27.3113,,
Logistic,12225,-1.3617,21.0797,,
Logistic,12226,-1.77746,18.6459,,
Logistic,12227,-1.64744,21.9813,,
Logistic,12228,-1.24698,21.8125,,
Logistic,12229,-1.16409,22.2938,,
Logistic,12230,-2.24256,22.6381,,
Logistic,12231,-2.01451,20.4386,,
Logistic,12232,-2.24311,27.8115,,
Logistic,12233,-2.51418,21.2062,,
Logistic,12234,-2.69014,24.9116,,
Logistic,12235,-2.07547,26.9907,,
Logistic,12236,-2.63203,18.9159,,
Logistic,12237,-2.54223,19.5922,,
Logistic,12238,-2.07008,20.3872,,
Logistic,12239,-1.17496,12.4664,,
Logistic,12240,-1.44211,13.6411,,
Logistic,12241,-1.54147,20.3896,,
Logistic,12242,-1.44234,19.875,,
Logistic,12243,-1.4715,19.8326,,
Logistic,12244,-2.40218,23.8108,,
Logistic,12245,-2.16031,21.9669,,
Logistic,12246,-2.51515,33.6182,,
Logistic,12247,-4.17254,38.4269,,
Logistic,12248,-4.15396,38.267,,
Logistic,12249,-3.77185,37.8161,,
Logistic,12250,-3.82501,39.4386,,
Logistic,12251,-3.39094,39.0524,,
Logistic,12252,-3.52108,37.9563,,
Logistic,12253,-3.50706,37.1512,,
Logistic,12254,-3.43552,39.1667,,
Logistic,12255,-2.24773,26.2864,,
Logistic,12256,-2.48092,25.4099,,
Logistic,12257,-2.48103,25.3642,,
Logistic,12258,-2.0432,20.6357,,
Logistic,12259,-2.48145,33.6677,,
Logistic,12260,-2.94993,24.394,,
Logistic,12261,-2.67867,31.8503,,
Logistic,12262,-2.54967,34.1695,,
Logistic,12263,-3.28333,35.5224,,
Logistic,12264,-1.42686,22.1532,,
Logistic,12265,-1.56823,21.5828,,
Logistic,12266,-1.78015,13.579,,
Logistic,12267,-1.42313,26.9253,,
Logistic,12268,-1.96037,22.4039,,
Logistic,12269,-1.88015,19.5233,,
Logistic,12270,-2.15134,25.5906,,
Logistic,12271,-1.6121,18.513,,
Logistic,12272,-2.23161,25.6592,,
Logistic,12273,-2.09629,22.6893,,
Logistic,12274,-1.47033,22.7415,,
Logistic,12275,-1.36209,23.4892,,
Logistic,12276,-1.04133,18.7407,,
Logistic,12277,-1.28757,14.1533,,
Logistic,12278,-0.926129,16.9739,,
Logistic,12279,-0.891947,17.0657,,
Logistic,12280,-1.87608,15.0741,,
Logistic,12281,-1.02793,16.0019,,
Logistic,12282,-2.13868,21.1041,,
Logistic,12283,-2.36917,32.1899,,
Logistic,12284,-2.29177,32.3486,,
Logistic,12285,-2.65571,22.9142,,
Logistic,12286,-1.59882,23.0795,,
Logistic,12287,-2.3372,27.9365,,
Logistic,12288,-2.3573,33.577,,
Logistic,12289,-2.25873,31.9037,,
Logistic,12290,-2.66234,36.1597,,
Logistic,12291,-3.05306,27.7997,,
Logistic,12292,-2.62331,28.6617,,
Logistic,12293,-2.89619,33.3549,,
Logistic,12294,-2.71072,31.9878,,
Logistic,12295,-2.55926,33.3539,,
Logistic,12296,-3.20488,36.3772,,
Logistic,12297,-2.80417,32.1825,,
Logistic,12298,-3.1202,31.6995,,
Logistic,12299,-2.58877,26.207,,
Logistic,12300,-2.13385,24.8929,,
Logistic,12301,-2.70179,32.3037,,
Logistic,12302,-3.16679,30.2459,,
Logistic,12303,-2.38023,33.0658,,
Logistic,12304,-2.62916,32.3532,,
Logistic,12305,-2.64514,30.4192,,
Logistic,12306,-2.57998,25.7189,,
Logistic,12307,-2.25523,26.9955,,
Logistic,12308,-1.84462,22.7039,,
Logistic,12309,-2.09159,22.3489,,
Logistic,12310,-1.69869,26.0369,,
Logistic,12311,-1.7844,25.3745,,
Logistic,12312,-2.31404,26.4511,,
Logistic,12313,-2.56957,30.9078,,
Logistic,12314,-2.79032,35.8777,,
Logistic,12315,-2.93465,35.7149,,
Logistic,12316,-2.92397,38.783,,
Logistic,12317,-2.83523,37.7461,,
Logistic,12318,-2.72847,25.6812,,
Logistic,12319,-2.46651,25.8404,,
Logistic,12320,-2.89058,34.2423,,
Logistic,12321,-2.97948,33.0949,,
Logistic,12322,-2.6666,27.7085,,
Logistic,12323,-2.42744,28.4059,,
Logistic,12324,-2.09217,28.0922,,
Logistic,12325,-1.80121,28.5554,,
Logistic,12326,-2.80213,29.7827,,
Logistic,12327,-3.07853,25.7058,,
Logistic,12328,-2.6936,32.9073,,
Logistic,12329,-2.4843,24.9234,,
Logistic,12330,-2.23555,21.9739,,
Logistic,12331,-3.05139,35.94,,
Logistic,12332,-2.66436,27.2559,,
Logistic,12333,-2.4957,28.7856,,
Logistic,12334,-2.57305,27.2275,,
Logistic,12335,-2.77966,30.3762,,
Logistic,12336,-2.60461,29.5356,,
Logistic,12337,-3.03005,31.4987,,
Logistic,12338,-2.99146,29.7424,,
Logistic,12339,-2.52314,36.2193,,
Logistic,12340,-3.35704,37.6647,,
Logistic,12341,-2.90891,32.1678,,
Logistic,12342,-2.39128,28.1819,,
Logistic,12343,-2.3437,27.2996,,
Logistic,12344,-2.84885,35.0283,,
Logistic,12345,-2.86958,34.7194,,
Logistic,12346,-2.64734,26.7911,,
Logistic,12347,-3.5028,35.4755,,
Logistic,12348,-2.91491,29.5146,,
Logistic,12349,-3.05619,38.435,,
Logistic,12350,-3.21605,38.9876,,
Logistic,12351,-3.28282,36.894,,
Logistic,12352,-3.10377,38.913,,
Logistic,12353,-3.06863,38.5913,,
Logistic,12354,-3.95056,36.9823,,
Logistic,12355,-3.96862,38.0211,,
Logistic,12356,-1.78102,28.5815,,
Logistic,12357,-1.99935,29.2714,,
Logistic,12358,-3.12738,26.3105,,
Logistic,12359,-3.15597,29.1439,,
Logistic,12360,-3.24025,33.4737,,
Logistic,12361,-2.16975,27.1875,,
Logistic,12362,-1.96784,27.5833,,
Logistic,12363,-1.78403,24.0688,,
Logistic,12364,-1.82552,20.5349,,
Logistic,12365,-2.61103,31.312,,
Logistic,12366,-2.8563,26.0315,,
Logistic,12367,-2.6608,25.5332,,
Logistic,12368,-2.85378,22.7915,,
Logistic,12369,-2.85006,25.6745,,
Logistic,12370,-2.76847,36.1605,,
Logistic,12371,-2.91919,33.2803,,
Logistic,12372,-2.58146,30.6221,,
Logistic,12373,-2.62525,29.8484,,
Logistic,12374,-3.29311,30.1409,,
Logistic,12375,-3.25419,35.2819,,
Logistic,12376,-3.85254,33.416,,
Logistic,12377,-3.81767,32.7234,,
Logistic,12378,-3.82484,32.0455,,
Logistic,12379,-2.39416,32.3378,,
Logistic,12380,-3.03445,31.4695,,
Logistic,12381,-2.29834,29.6276,,
Logistic,12382,-2.2084,21.8796,,
Logistic,12383,-2.12525,21.1486,,
Logistic,12384,-3.27678,39.4338,,
Logistic,12385,-3.76722,38.723,,
Logistic,12386,-3.85048,36.9194,,
Logistic,12387,-3.88776,36.8472,,
Logistic,12388,-3.06772,37.4762,,
Logistic,12389,-3.058,37.9576,,
Logistic,12390,-2.75771,34.9726,,
Logistic,12391,-2.80179,34.863,,
Logistic,12392,-3.09736,32.0442,,
Logistic,12393,-3.03913,30.4249,,
Logistic,12394,-3.10211,30.0615,,
Logistic,12395,-2.69,35.3914,,
Logistic,12396,-2.50969,32.6779,,
Logistic,12397,-2.59349,28.9148,,
Logistic,12398,-2.29827,24.3008,,
Logistic,12399,-2.03586,26.3967,,
Logistic,12400,-2.07512,31.6077,,
Logistic,12401,-2.22086,34.7853,,
Logistic,12402,-2.64279,29.0366,,
Logistic,12403,-2.11158,25.0194,,
Logistic,12404,-2.09934,25.886,,
Logistic,12405,-2.58735,33.8357,,
Logistic,12406,-2.89063,33.6966,,
Logistic,12407,-3.21888,32.8936,,
Logistic,12408,-1.9144,25.7193,,
Logistic,12409,-1.90187,26.077,,
Logistic,12410,-1.89599,26.1202,,
Logistic,12411,-2.24589,19.0597,,
Logistic,12412,-2.35103,19.1317,,
Logistic,12413,-2.22488,18.9216,,
Logistic,12414,-2.32373,18.6795,,
Logistic,12415,-2.26303,19.6377,,
Logistic,12416,-2.7306,32.1512,,
Logistic,12417,-2.88867,32.6284,,
Logistic,12418,-3.16335,30.3992,,
Logistic,12419,-3.00426,30.5871,,
Logistic,12420,-1.94674,28.0162,,
Logistic,12421,-2.15485,21.9277,,
Logistic,12422,-2.25726,22.1934,,
Logistic,12423,-1.69862,21.7191,,
Logistic,12424,-2.54217,28.9198,,
Logistic,12425,-3.55536,32.7784,,
Logistic,12426,-3.73145,33.3555,,
Logistic,12427,-3.65961,33.9851,,
Logistic,12428,-3.03574,33.9862,,
Logistic,12429,-2.32959,25.411,,
Logistic,12430,-2.07683,26.9411,,
Logistic,12431,-2.58782,30.3528,,
Logistic,12432,-1.9921,25.4092,,
Logistic,12433,-2.49506,24.0463,,
Logistic,12434,-1.71484,27.418,,
Logistic,12435,-1.67111,29.9208,,
Logistic,12436,-1.70562,33.5822,,
Logistic,12437,-3.69003,30.0501,,
Logistic,12438,-3.67481,29.1399,,
Logistic,12439,-3.55302,30.8389,,
Logistic,12440,-2.60965,31.1901,,
Logistic,12441,-3.5947,38.8549,,
Logistic,12442,-3.5947,38.8549,,
Logistic,12443,-3.5947,38.8549,,
Logistic,12444,-3.66343,36.596,,
Logistic,12445,-2.67372,33.9141,,
Logistic,12446,-1.96487,21.1087,,
Logistic,12447,-1.95946,24.5741,,
Logistic,12448,-2.11811,18.9185,,
Logistic,12449,-2.58629,37.9908,,
Logistic,12450,-2.74877,25.2571,,
Logistic,12451,-2.71017,34.2647,,
Logistic,12452,-3.11746,31.4537,,
Logistic,12453,-3.11211,32.3137,,
Logistic,12454,-2.26272,34.4288,,
Logistic,12455,-2.38326,34.8854,,
Logistic,12456,-2.39183,34.9839,,
Logistic,12457,-2.453,34.6883,,
Logistic,12458,-2.16286,31.1872,,
Logistic,12459,-1.82368,26.5738,,
Logistic,12460,-1.81452,26.546,,
Logistic,12461,-1.99522,19.823,,
Logistic,12462,-1.59998,19.4502,,
Logistic,12463,-2.34657,29.915,,
Logistic,12464,-1.81722,25.683,,
Logistic,12465,-3.07317,31.0453,,
Logistic,12466,-3.2036,31.5471,,
Logistic,12467,-3.36693,32.4048,,
Logistic,12468,-3.19699,30.975,,
Logistic,12469,-2.9501,32.1475,,
Logistic,12470,-2.21618,24.6098,,
Logistic,12471,-2.65482,33.397,,
Logistic,12472,-2.95694,36.3152,,
Logistic,12473,-2.23428,23.8427,,
Logistic,12474,-2.64743,28.4838,,
Logistic,12475,-2.41435,28.0067,,
Logistic,12476,-2.5936,30.5447,,
Logistic,12477,-3.17939,38.3338,,
Logistic,12478,-3.17939,38.3338,,
Logistic,12479,-3.24092,39.9013,,
Logistic,12480,-3.79455,39.2685,,
Logistic,12481,-3.70861,38.6564,,
Logistic,12482,-3.70861,38.6564,,
Logistic,12483,-3.42638,37.6008,,
Logistic,12484,-2.78999,31.8522,,
Logistic,12485,-2.40245,32.0736,,
Logistic,12486,-2.43519,31.7809,,
Logistic,12487,-2.6234,28.3944,,
Logistic,12488,-2.91983,33.1882,,
Logistic,12489,-2.90863,30.5202,,
Logistic,12490,-2.52471,25.2314,,
Logistic,12491,-2.52955,32.097,,
Logistic,12492,-2.22923,30.9501,,
Logistic,12493,-3.29913,26.5929,,
Logistic,12494,-3.34546,28.4099,,
Logistic,12495,-3.35695,28.125,,
Logistic,12496,-3.37208,27.934,,
Logistic,12497,-3.56777,29.2606,,
Logistic,12498,-3.60759,29.163,,
Logistic,12499,-3.33113,25.6596,,
Logistic,12500,-3.35762,25.5649,,
Logistic,12501,-3.22007,25.7135,,
Logistic,12502,-2.99676,24.9989,,
Logistic,12503,-2.26716,25.3891,,
Logistic,12504,-1.87121,30.7073,,
Logistic,12505,-1.62018,28.174,,
Logistic,12506,-1.57781,26.1443,,
Logistic,12507,-3.10409,32.0371,,
Logistic,12508,-3.37356,29.6549,,
Logistic,12509,-3.32842,29.8437,,
Logistic,12510,-2.84346,34.4679,,
Logistic,12511,-2.16179,24.9688,,
Logistic,12512,-2.03544,24.1105,,
Logistic,12513,-1.64963,25.0821,,
Logistic,12514,-1.64448,25.0416,,
Logistic,12515,-2.22524,31.9794,,
Logistic,12516,-2.58492,30.9118,,
Logistic,12517,-2.60821,30.6883,,
Logistic,12518,-1.03324,13.0156,,
Logistic,12519,-1.67202,15.43,,
Logistic,12520,-0.946223,14.5831,,
Logistic,12521,-1.96555,20.4094,,
Logistic,12522,-2.18793,36.1424,,
Logistic,12523,-2.24958,37.9608,,
Logistic,12524,-3.38563,27.3891,,
Logistic,12525,-3.09817,29.0137,,
Logistic,12526,-3.71446,36.9617,,
Logistic,12527,-3.63835,35.8653,,
Logistic,12528,-3.20267,35.595,,
Logistic,12529,-2.91473,31.4438,,
Logistic,12530,-2.38112,26.8993,,
Logistic,12531,-2.84976,32.4391,,
Logistic,12532,-3.14601,24.9936,,
Logistic,12533,-2.40942,29.1217,,
Logistic,12534,-2.16662,34.1996,,
Logistic,12535,-2.25894,18.9655,,
Logistic,12536,-2.52141,19.1458,,
Logistic,12537,-2.10504,28.9001,,
Logistic,12538,-3.22141,30.6848,,
Logistic,12539,-3.07667,30.3482,,
Logistic,12540,-3.20833,32.5539,,
Logistic,12541,-3.24929,33.6015,,
Logistic,12542,-3.28982,34.4546,,
Logistic,12543,-3.49114,34.5165,,
Logistic,12544,-3.55947,34.5015,,
Logistic,12545,-2.76925,33.155,,
Logistic,12546,-2.74584,30.6651,,
Logistic,12547,-3.16006,38.6854,,
Logistic,12548,-3.40658,37.2222,,
Logistic,12549,-2.47709,29.5039,,
Logistic,12550,-3.10787,33.3602,,
Logistic,12551,-3.19096,32.6136,,
Logistic,12552,-3.95079,34.7509,,
Logistic,12553,-3.95516,34.5651,,
Logistic,12554,-3.98347,35.4043,,
Logistic,12555,-3.89688,34.0694,,
Logistic,12556,-3.27771,33.0281,,
Logistic,12557,-3.28084,35.1959,,
Logistic,12558,-3.26998,37.7355,,
Logistic,12559,-3.26998,37.7355,,
Logistic,12560,-3.44274,34.023,,
Logistic,12561,-2.50128,30.9567,,
Logistic,12562,-3.39335,34.3,,
Logistic,12563,-3.89594,36.6949,,
Logistic,12564,-2.41461,34.5571,,
Logistic,12565,-2.42194,34.9849,,
Logistic,12566,-2.51367,34.9867,,
Logistic,12567,-3.26588,32.2392,,
Logistic,12568,-2.84096,29.7762,,
Logistic,12569,-2.73671,31.9465,,
Logistic,12570,-2.05444,25.6286,,
Logistic,12571,-2.04048,23.2348,,
Logistic,12572,-2.2617,22.3259,,
Logistic,12573,-1.4039,20.9263,,
Logistic,12574,-3.32617,31.5336,,
Logistic,12575,-3.36678,31.8241,,
Logistic,12576,-3.41488,32.5043,,
Logistic,12577,-3.1357,35.5157,,
Logistic,12578,-3.03337,33.1531,,
Logistic,12579,-3.04702,33.4456,,
Logistic,12580,-3.01256,29.6066,,
Logistic,12581,-3.23532,31.5023,,
Logistic,12582,-3.38779,35.1668,,
Logistic,12583,-3.53316,33.6076,,
Logistic,12584,-3.0638,37.3059,,
Logistic,12585,-3.09263,38.6953,,
Logistic,12586,-2.97632,33.3472,,
Logistic,12587,-2.66922,30.3015,,
Logistic,12588,-2.77291,29.4922,,
Logistic,12589,-3.32764,33.7239,,
Logistic,12590,-3.45669,34.5754,,
Logistic,12591,-3.3183,31.5086,,
Logistic,12592,-2.9896,37.405,,
Logistic,12593,-3.30513,33.9556,,
Logistic,12594,-3.40114,39.8168,,
Logistic,12595,-3.40114,39.8168,,
Logistic,12596,-3.40114,39.8168,,
Logistic,12597,-3.72812,30.4953,,
Logistic,12598,-3.52412,34.5777,,
Logistic,12599,-2.54635,36.0232,,
Logistic,12600,-2.53953,35.7555,,
Logistic,12601,-2.76413,25.12,,
Logistic,12602,-2.30185,25.1571,,
Logistic,12603,-2.35322,27.843,,
Logistic,12604,-2.23389,22.3759,,
Logistic,12605,-3.78553,37.2483,,
Logistic,12606,-3.78327,38.1017,,
Logistic,12607,-3.76243,36.1726,,
Logistic,12608,-3.5387,37.9132,,
Logistic,12609,-3.48903,35.9909,,
Logistic,12610,-3.80066,38.427,,
Logistic,12611,-3.46534,31.949,,
Logistic,12612,-3.13179,31.5944,,
Logistic,12613,-3.67502,37.2289,,
Logistic,12614,-3.06913,38.9807,,
Logistic,12615,-3.325,36.9198,,
Logistic,12616,-3.41585,34.5066,,
Logistic,12617,-2.82225,35.5688,,
Logistic,12618,-2.13401,28.7055,,
Logistic,12619,-3.08699,37.1347,,
Logistic,12620,-3.27903,33.2432,,
Logistic,12621,-2.66648,29.9064,,
Logistic,12622,-2.21706,27.2871,,
Logistic,12623,-2.57834,25.9077,,
Logistic,12624,-2.58329,32.3984,,
Logistic,12625,-2.70237,32.5302,,
Logistic,12626,-2.14037,30.2457,,
Logistic,12627,-2.91417,35.3061,,
Logistic,12628,-2.55571,30.6131,,
Logistic,12629,-2.69383,29.5593,,
Logistic,12630,-3.46044,31.3571,,
Logistic,12631,-3.39193,31.3803,,
Logistic,12632,-2.18977,33.3348,,
Logistic,12633,-1.99563,34.8436,,
Logistic,12634,-2.01035,34.7497,,
Logistic,12635,-2.06285,32.6219,,
Logistic,12636,-1.82194,28.2106,,
Logistic,12637,-2.08368,15.834,,
Logistic,12638,-1.10294,16.7299,,
Logistic,12639,-1.11476,16.7534,,
Logistic,12640,-1.20174,15.6487,,
Logistic,12641,-1.62226,14.0132,,
Logistic,12642,-1.62278,14.0742,,
Logistic,12643,-1.5427,15.5601,,
Logistic,12644,-1.22918,16.6284,,
Logistic,12645,-1.60109,21.4269,,
Logistic,12646,-2.91398,29.8317,,
Logistic,12647,-1.43844,21.1161,,
Logistic,12648,-1.43714,21.0323,,
Logistic,12649,-2.69304,34.5378,,
Logistic,12650,-2.5383,32.6979,,
Logistic,12651,-2.51095,25.2524,,
Logistic,12652,-2.26486,32.6986,,
Logistic,12653,-3.41445,33.0402,,
Logistic,12654,-3.23516,35.1725,,
Logistic,12655,-2.66065,30.6316,,
Logistic,12656,-3.05135,36.3093,,
Logistic,12657,-2.40256,26.4012,,
Logistic,12658,-2.51042,25.9936,,
Logistic,12659,-3.13025,31.658,,
Logistic,12660,-1.63496,23.332,,
Logistic,12661,-3.09214,29.5254,,
Logistic,12662,-3.16762,33.445,,
Logistic,12663,-1.99599,28.1196,,
Logistic,12664,-2.08685,24.6806,,
Logistic,12665,-1.87475,21.6158,,
Logistic,12666,-2.17634,25.0479,,
Logistic,12667,-2.4298,26.6026,,
Logistic,12668,-2.15521,32.0682,,
Logistic,12669,-1.96352,28.2712,,
Logistic,12670,-1.9419,28.5225,,
Logistic,12671,-2.18517,27.456,,
Logistic,12672,-1.89414,19.3949,,
Logistic,12673,-1.7484,18.2266,,
Logistic,12674,-2.27404,24.7816,,
Logistic,12675,-2.45318,28.6896,,
Logistic,12676,-1.76014,20.5325,,
Logistic,12677,-1.7373,20.5949,,
Logistic,12678,-2.66114,35.4432,,
Logistic,12679,-2.48825,36.2519,,
Logistic,12680,-2.61233,37.1908,,
Logistic,12681,-2.67013,35.1139,,
Logistic,12682,-2.48627,35.2628,,
Logistic,12683,-2.60944,29.367,,
Logistic,12684,-2.64468,27.3698,,
Logistic,12685,-3.00053,33.8845,,
Logistic,12686,-2.85691,31.0411,,
Logistic,12687,-3.4722,30.5032,,
Logistic,12688,-2.90672,27.3867,,
Logistic,12689,-2.60227,29.2478,,
Logistic,12690,-2.14312,27.5162,,
Logistic,12691,-3.14285,33.1588,,
Logistic,12692,-3.09223,31.845,,
Logistic,12693,-2.41686,32.4885,,
Logistic,12694,-3.20002,29.085,,
Logistic,12695,-3.11258,29.3492,,
Logistic,12696,-2.50245,34.8819,,
