model,index,a,b,c,g
Probit,7626,-0.642928,7.51462,,
Probit,7627,-0.531863,8.11473,,
Probit,7628,-0.631926,8.45611,,
Probit,7629,-0.848979,8.1593,,
Probit,7630,-0.837175,8.18393,,
Probit,7631,-0.889388,8.30214,,
Probit,7632,-0.820444,8.61385,,
Probit,7633,-0.91428,8.43003,,
Probit,7634,-0.774442,8.22005,,
Probit,7635,-0.738454,8.85341,,
Probit,7636,-0.689008,8.66875,,
Probit,7637,-0.7004,8.48989,,
Probit,7638,-0.438175,7.70161,,
Probit,7639,-0.426881,7.48701,,
Probit,7640,-0.468901,7.63974,,
Probit,7641,-0.4042,7.31822,,
Probit,7642,-0.791295,7.70219,,
Probit,7643,-0.285216,6.48805,,
Probit,7644,-0.640124,5.85139,,
Probit,7645,-0.633599,6.17105,,
Probit,7646,-0.674146,6.23599,,
Probit,7647,-0.716851,6.41537,,
Probit,7648,-0.747042,5.89267,,
Probit,7649,-0.230233,6.84932,,
Probit,7650,-0.683723,6.27774,,
Probit,7651,-0.334864,6.49455,,
Probit,7652,-0.843978,5.21918,,
Probit,7653,-0.71663,4.80228,,
Probit,7654,-0.635344,4.72819,,
Probit,7655,-0.632561,4.78878,,
Probit,7656,-0.469146,5.03311,,
Probit,7657,-0.596834,7.21411,,
Probit,7658,-0.453659,8.29614,,
Probit,7659,-0.456039,8.69912,,
Probit,7660,-0.430104,8.65634,,
Probit,7661,-0.430104,8.65634,,
Probit,7662,-0.430104,8.65634,,
Probit,7663,-0.465901,8.66944,,
Probit,7664,-0.890273,7.8958,,
Probit,7665,-0.688992,8.29583,,
Probit,7666,-0.750493,8.20349,,
Probit,7667,-0.611281,8.34833,,
Probit,7668,-0.511874,8.39821,,
Probit,7669,-0.508442,8.15999,,
Probit,7670,-0.672074,7.41993,,
Probit,7671,-0.733716,7.62976,,
Probit,7672,-0.810582,7.93943,,
Probit,7673,-0.516031,8.10322,,
Probit,7674,-0.536426,7.73249,,
Probit,7675,-0.485447,7.35955,,
Probit,7676,-0.397716,7.05676,,
Probit,7677,-0.580153,5.89928,,
Probit,7678,-0.547067,5.85902,,
Probit,7679,-0.889321,6.47091,,
Probit,7680,-0.655447,6.20025,,
Probit,7681,-0.299018,7.1528,,
Probit,7682,-0.437771,8.26465,,
Probit,7683,-0.483215,8.02219,,
Probit,7684,-0.590453,7.32511,,
Probit,7685,-0.581753,7.63715,,
Probit,7686,-0.715097,7.83185,,
Probit,7687,-0.769681,8.20102,,
Probit,7688,-0.518971,8.29486,,
Probit,7689,-0.547203,8.05888,,
Probit,7690,-0.612295,7.69725,,
Probit,7691,-0.609031,6.41614,,
Probit,7692,-0.60771,6.58526,,
Probit,7693,-0.669241,6.96052,,
Probit,7694,-0.610019,8.33668,,
Probit,7695,-0.713716,7.89185,,
Probit,7696,-0.734589,8.16272,,
Probit,7697,-1.16379,8.37037,,
Probit,7698,-1.23919,8.79017,,
Probit,7699,-1.22968,8.82965,,
Probit,7700,-1.23693,9.12113,,
Probit,7701,-1.23693,9.12113,,
Probit,7702,-0.946115,8.44202,,
Probit,7703,-0.964219,8.68147,,
Probit,7704,-0.830258,8.68889,,
Probit,7705,-0.796506,8.44315,,
Probit,7706,-1.08083,8.65499,,
Probit,7707,-0.948405,8.58516,,
Probit,7708,-0.964862,8.74786,,
Probit,7709,-0.841843,7.83274,,
Probit,7710,-0.506162,7.02315,,
Probit,7711,-0.372958,6.91008,,
Probit,7712,-0.755267,6.07567,,
Probit,7713,-0.875844,6.64025,,
Probit,7714,-0.856875,6.88216,,
Probit,7715,-0.883337,7.41438,,
Probit,7716,-0.572489,8.19768,,
Probit,7717,-0.425618,4.50629,,
Probit,7718,-0.502032,4.75504,,
Probit,7719,-0.372472,4.71863,,
Probit,7720,-0.444431,6.73805,,
Probit,7721,-0.300956,7.48525,,
Probit,7722,-0.580327,7.79234,,
Probit,7723,-0.711253,7.39232,,
Probit,7724,-0.875198,7.475,,
Probit,7725,-0.875428,8.3389,,
Probit,7726,-0.814206,8.63619,,
Probit,7727,-1.06752,8.54834,,
Probit,7728,-1.01306,8.02635,,
Probit,7729,-0.885949,7.78237,,
Probit,7730,-1.1224,7.86688,,
Probit,7731,-1.12169,8.54253,,
Probit,7732,-1.20732,8.29898,,
Probit,7733,-1.20103,7.96737,,
Probit,7734,-1.26629,8.15694,,
Probit,7735,-1.55527,8.11664,,
Probit,7736,-1.61549,8.07475,,
Probit,7737,-1.40146,9.08903,,
Probit,7738,-1.39426,9.16721,,
Probit,7739,-1.39949,8.97386,,
Probit,7740,-1.20806,9.04548,,
Probit,7741,-1.26203,8.97055,,
Probit,7742,-1.31877,8.65053,,
Probit,7743,-1.23576,8.71492,,
Probit,7744,-1.19788,8.97962,,
Probit,7745,-1.21717,9.28732,,
Probit,7746,-1.22316,9.30981,,
Probit,7747,-1.24644,9.3937,,
Probit,7748,-1.24644,9.3937,,
Probit,7749,-1.32727,8.97647,,
Probit,7750,-1.34596,8.78517,,
Probit,7751,-1.27144,8.50491,,
Probit,7752,-1.28776,8.55652,,
Probit,7753,-1.29527,8.5231,,
Probit,7754,-1.07314,7.97446,,
Probit,7755,-0.705203,8.52088,,
Probit,7756,-0.576619,8.47888,,
Probit,7757,-0.829525,8.66763,,
Probit,7758,-0.823506,8.76828,,
Probit,7759,-0.790779,8.5563,,
Probit,7760,-0.801983,8.33231,,
Probit,7761,-0.714374,8.25104,,
Probit,7762,-0.697123,8.5002,,
Probit,7763,-0.836358,8.747,,
Probit,7764,-0.852322,8.4643,,
Probit,7765,-1.0982,8.60849,,
Probit,7766,-0.962404,8.44625,,
Probit,7767,-1.00908,8.35922,,
Probit,7768,-0.698324,8.72177,,
Probit,7769,-0.689485,8.84613,,
Probit,7770,-0.689485,8.84613,,
Probit,7771,-0.43755,8.5056,,
Probit,7772,-0.503038,8.3295,,
Probit,7773,-0.582127,8.59679,,
Probit,7774,-0.624064,8.81379,,
Probit,7775,-0.624064,8.81379,,
Probit,7776,-0.624064,8.81379,,
Probit,7777,-0.683937,8.4522,,
Probit,7778,-0.664656,8.48658,,
Probit,7779,-0.733981,8.40008,,
Probit,7780,-0.803521,7.97847,,
Probit,7781,-0.755563,8.35364,,
Probit,7782,-0.829233,7.55332,,
Probit,7783,-0.725845,6.3723,,
Probit,7784,-0.623592,6.43643,,
Probit,7785,-0.904288,7.34054,,
Probit,7786,-0.668084,7.0281,,
Probit,7787,-0.379856,6.72961,,
Probit,7788,-0.227872,6.65402,,
Probit,7789,-0.571472,5.5411,,
Probit,7790,-0.615859,4.99386,,
Probit,7791,-0.61326,4.96491,,
Probit,7792,-0.473563,6.41827,,
Probit,7793,-0.507086,6.97165,,
Probit,7794,-0.629755,8.46852,,
Probit,7795,-0.691544,8.56298,,
Probit,7796,-0.697191,8.73759,,
Probit,7797,-0.796504,8.12174,,
Probit,7798,-0.838868,7.27619,,
Probit,7799,-0.635902,6.87409,,
Probit,7800,-0.620911,7.28626,,
Probit,7801,-0.588481,7.03061,,
Probit,7802,-0.721395,8.33196,,
Probit,7803,-0.831642,8.66546,,
Probit,7804,-0.84944,8.88351,,
Probit,7805,-0.844416,8.81628,,
Probit,7806,-0.844416,8.81628,,
Probit,7807,-0.94842,8.91163,,
Probit,7808,-1.04234,8.81309,,
Probit,7809,-0.589806,8.37474,,
Probit,7810,-0.652186,8.42844,,
Probit,7811,-1.09787,8.87481,,
Probit,7812,-1.07405,9.00002,,
Probit,7813,-0.993374,9.037,,
Probit,7814,-0.95286,9.0954,,
Probit,7815,-0.95286,9.0954,,
Probit,7816,-0.940046,8.70307,,
Probit,7817,-1.04975,9.00934,,
Probit,7818,-1.05848,8.77508,,
Probit,7819,-0.933666,8.91721,,
Probit,7820,-1.0236,8.73075,,
Probit,7821,-0.948047,8.92346,,
Probit,7822,-1.02815,8.54545,,
Probit,7823,-0.931231,8.58025,,
Probit,7824,-1.02012,8.66819,,
Probit,7825,-0.907607,8.7259,,
Probit,7826,-0.830011,8.56837,,
Probit,7827,-0.860393,8.25542,,
Probit,7828,-0.864543,8.66573,,
Probit,7829,-0.778011,8.86279,,
Probit,7830,-0.778011,8.86279,,
Probit,7831,-0.778011,8.86279,,
Probit,7832,-0.855482,8.82518,,
Probit,7833,-0.611059,8.39532,,
Probit,7834,-0.759436,8.32688,,
Probit,7835,-0.706115,8.60057,,
Probit,7836,-0.796294,8.79285,,
Probit,7837,-0.864455,8.49413,,
Probit,7838,-0.877385,8.31535,,
Probit,7839,-0.807359,8.49279,,
Probit,7840,-0.763086,8.40606,,
Probit,7841,-0.729082,8.46734,,
Probit,7842,-0.894966,8.11518,,
Probit,7843,-0.403202,6.36511,,
Probit,7844,-0.458893,7.29624,,
Probit,7845,-0.699615,7.79178,,
Probit,7846,-0.517031,7.55881,,
Probit,7847,-0.88526,8.79862,,
Probit,7848,-0.912423,8.55053,,
Probit,7849,-0.744167,8.24822,,
Probit,7850,-0.982742,8.6555,,
Probit,7851,-0.923413,7.85591,,
Probit,7852,-0.927092,7.84945,,
Probit,7853,-0.934189,8.2633,,
Probit,7854,-0.812599,8.23703,,
Probit,7855,-0.91184,7.84747,,
Probit,7856,-0.901538,7.95518,,
Probit,7857,-0.854932,7.75276,,
Probit,7858,-1.08516,6.55069,,
Probit,7859,-0.976928,6.84805,,
Probit,7860,-0.884892,7.29986,,
Probit,7861,-0.854599,6.62982,,
Probit,7862,-0.484068,7.15749,,
Probit,7863,-0.813158,7.29627,,
Probit,7864,-0.658027,6.94648,,
Probit,7865,-0.69673,7.93643,,
Probit,7866,-0.824593,8.07984,,
Probit,7867,-0.665851,7.4765,,
Probit,7868,-0.569352,8.063,,
Probit,7869,-0.686003,8.32695,,
Probit,7870,-0.833928,7.76083,,
Probit,7871,-0.979888,7.38516,,
Probit,7872,-0.574768,7.16859,,
Probit,7873,-0.805251,8.68882,,
Probit,7874,-0.893838,8.51746,,
Probit,7875,-1.17508,9.0463,,
Probit,7876,-1.00446,8.79074,,
Probit,7877,-1.035,8.81642,,
Probit,7878,-1.06698,8.90101,,
Probit,7879,-0.838434,6.98254,,
Probit,7880,-0.824667,7.12934,,
Probit,7881,-0.924904,6.95809,,
Probit,7882,-0.838566,6.12998,,
Probit,7883,-0.806791,6.19674,,
Probit,7884,-0.874661,6.09607,,
Probit,7885,-0.887356,5.9507,,
Probit,7886,-0.102036,5.4874,,
Probit,7887,-0.126791,5.84754,,
Probit,7888,-0.477886,7.74616,,
Probit,7889,-0.467691,7.83538,,
Probit,7890,-0.423117,8.22903,,
Probit,7891,-0.325606,8.1803,,
Probit,7892,-0.785317,8.44652,,
Probit,7893,-0.780323,8.32831,,
Probit,7894,-0.741368,8.15964,,
Probit,7895,-0.366724,7.35566,,
Probit,7896,-0.228887,5.72876,,
Probit,7897,-0.706895,6.31174,,
Probit,7898,-0.928807,6.64935,,
Probit,7899,-0.563108,7.13858,,
Probit,7900,-0.614725,7.68184,,
Probit,7901,-0.621573,7.66795,,
Probit,7902,-0.574638,7.46833,,
Probit,7903,-0.660491,7.34377,,
Probit,7904,-0.60007,7.68939,,
Probit,7905,-0.508349,7.3348,,
Probit,7906,-0.553907,7.11761,,
Probit,7907,-0.763985,7.1578,,
Probit,7908,-0.730792,7.22873,,
Probit,7909,-0.675162,6.94061,,
Probit,7910,-0.827902,6.93815,,
Probit,7911,-0.953907,7.25391,,
Probit,7912,-0.557107,8.34221,,
Probit,7913,-0.641304,7.72826,,
Probit,7914,-0.831567,8.28803,,
Probit,7915,-0.781548,8.46658,,
Probit,7916,-0.80318,8.58571,,
Probit,7917,-0.862444,8.12256,,
Probit,7918,-0.405277,8.09926,,
Probit,7919,-0.337008,8.11213,,
Probit,7920,-0.934024,7.13469,,
Probit,7921,-0.92566,7.24488,,
Probit,7922,-1.12575,7.68807,,
Probit,7923,-1.08636,7.54005,,
Probit,7924,-1.02279,7.48255,,
Probit,7925,-0.929943,7.26442,,
Probit,7926,-0.400959,7.99379,,
Probit,7927,-0.409443,7.71896,,
Probit,7928,-0.418134,7.76,,
Probit,7929,-0.220173,7.29446,,
Probit,7930,-0.995357,7.06646,,
Probit,7931,-0.81526,7.35336,,
Probit,7932,-0.673685,8.2744,,
Probit,7933,-0.607596,8.8204,,
Probit,7934,-0.639222,8.29966,,
Probit,7935,-0.79146,8.10936,,
Probit,7936,-0.728187,7.63451,,
Probit,7937,-0.614689,8.128,,
Probit,7938,-0.63208,8.51089,,
Probit,7939,-0.719838,7.85652,,
Probit,7940,-0.70073,8.01026,,
Probit,7941,-0.721563,8.71108,,
Probit,7942,-0.721563,8.71108,,
Probit,7943,-0.703657,8.49928,,
Probit,7944,-0.703657,8.49928,,
Probit,7945,-0.817441,8.19848,,
Probit,7946,-0.76122,7.97935,,
Probit,7947,-0.803559,8.25231,,
Probit,7948,-0.873921,9.01088,,
Probit,7949,-0.903533,8.99345,,
Probit,7950,-0.903533,8.99345,,
Probit,7951,-0.899679,8.91685,,
Probit,7952,-0.948487,8.95928,,
Probit,7953,-0.557412,8.40705,,
Probit,7954,-0.861044,7.50752,,
Probit,7955,-0.964693,6.24348,,
Probit,7956,-0.181969,6.86194,,
Probit,7957,-1.16975,7.97804,,
Probit,7958,-0.78859,7.93696,,
Probit,7959,-0.831587,7.99528,,
Probit,7960,-0.892776,9.08585,,
Probit,7961,-1.00851,9.22425,,
Probit,7962,-0.897062,9.08935,,
Probit,7963,-0.897062,9.08935,,
Probit,7964,-0.93391,9.05297,,
Probit,7965,-0.93391,9.05297,,
Probit,7966,-0.948575,8.70569,,
Probit,7967,-0.584336,8.04863,,
Probit,7968,-0.598721,8.08319,,
Probit,7969,-0.603179,8.4537,,
Probit,7970,-0.819532,8.48862,,
Probit,7971,-0.854329,8.83164,,
Probit,7972,-0.835165,8.45678,,
Probit,7973,-0.691764,8.74112,,
Probit,7974,-0.729865,8.60955,,
Probit,7975,-0.712488,8.70514,,
Probit,7976,-0.844812,8.86023,,
Probit,7977,-0.8489,9.01502,,
Probit,7978,-0.8489,9.01502,,
Probit,7979,-0.8489,9.01502,,
Probit,7980,-0.8489,9.01502,,
Probit,7981,-0.8489,9.01502,,
Probit,7982,-0.866758,8.98199,,
Probit,7983,-0.866758,8.98199,,
Probit,7984,-0.866758,8.98199,,
Probit,7985,-0.766283,8.91312,,
Probit,7986,-0.766283,8.91312,,
Probit,7987,-0.766283,8.91312,,
Probit,7988,-0.813928,8.56602,,
Probit,7989,-0.873751,8.51388,,
Probit,7990,-0.664557,7.6455,,
Probit,7991,-0.869645,7.87289,,
Probit,7992,-1.08383,8.8625,,
Probit,7993,-1.06304,8.12301,,
Probit,7994,-1.05157,7.9792,,
Probit,7995,-0.88992,7.91252,,
Probit,7996,-0.960697,8.16205,,
Probit,7997,-1.00307,9.18431,,
Probit,7998,-0.973016,8.97013,,
Probit,7999,-1.01723,8.90489,,
Probit,8000,-0.975192,8.76446,,
Probit,8001,-0.737921,8.78725,,
Probit,8002,-0.702517,8.55955,,
Probit,8003,-0.786278,8.73607,,
Probit,8004,-0.711863,8.56493,,
Probit,8005,-0.711863,8.56493,,
Probit,8006,-0.582024,8.76159,,
Probit,8007,-0.534159,8.41849,,
Probit,8008,-0.613766,7.9198,,
Probit,8009,-0.766002,7.77798,,
Probit,8010,-0.506148,7.21997,,
Probit,8011,-0.529714,7.92915,,
Probit,8012,-0.511303,8.229,,
Probit,8013,-0.9541,8.65372,,
Probit,8014,-0.991186,8.71034,,
Probit,8015,-1.11472,9.16894,,
Probit,8016,-1.11088,9.0602,,
Probit,8017,-1.08196,9.01586,,
Probit,8018,-1.04508,8.91629,,
Probit,8019,-0.946768,8.33382,,
Probit,8020,-0.963263,8.45607,,
Probit,8021,-0.974908,9.14225,,
Probit,8022,-0.974908,9.14225,,
Probit,8023,-0.974908,9.14225,,
Probit,8024,-1.02302,9.15589,,
Probit,8025,-1.02302,9.15589,,
Probit,8026,-0.989768,9.22677,,
Probit,8027,-0.989768,9.22677,,
Probit,8028,-0.989768,9.22677,,
Probit,8029,-0.989768,9.22677,,
Probit,8030,-1.11638,9.21319,,
Probit,8031,-1.20558,9.27287,,
Probit,8032,-0.986926,9.11264,,
Probit,8033,-0.824342,8.60007,,
Probit,8034,-0.830489,8.84186,,
Probit,8035,-0.835452,8.59006,,
Probit,8036,-0.840734,8.67372,,
Probit,8037,-0.94665,8.55491,,
Probit,8038,-0.633159,8.06556,,
Probit,8039,-0.359382,7.70358,,
Probit,8040,-0.31199,7.83527,,
Probit,8041,-1.01535,7.90263,,
Probit,8042,-0.990628,8.08846,,
Probit,8043,-0.75782,8.40189,,
Probit,8044,-0.749272,8.59607,,
Probit,8045,-0.949818,8.49297,,
Probit,8046,-0.913079,8.84311,,
Probit,8047,-0.93907,8.61713,,
Probit,8048,-0.794064,8.97215,,
Probit,8049,-0.793541,8.72847,,
Probit,8050,-0.752145,8.93564,,
Probit,8051,-0.752145,8.93564,,
Probit,8052,-0.752145,8.93564,,
Probit,8053,-0.80033,8.76069,,
Probit,8054,-0.840609,8.92263,,
Probit,8055,-0.885722,8.9602,,
Probit,8056,-1.18942,9.15741,,
Probit,8057,-1.18942,9.15741,,
Probit,8058,-1.08968,9.10176,,
Probit,8059,-1.09213,9.05579,,
Probit,8060,-1.09213,9.05579,,
Probit,8061,-1.1443,9.16894,,
Probit,8062,-1.07906,9.21224,,
Probit,8063,-1.07906,9.21224,,
Probit,8064,-1.07906,9.21224,,
Probit,8065,-1.07906,9.21224,,
Probit,8066,-1.16964,9.33,,
Probit,8067,-1.16964,9.33,,
Probit,8068,-1.1222,9.35013,,
Probit,8069,-1.1222,9.35013,,
Probit,8070,-1.1222,9.35013,,
Probit,8071,-1.1222,9.35013,,
Probit,8072,-1.1222,9.35013,,
Probit,8073,-1.1222,9.35013,,
Probit,8074,-1.1222,9.35013,,
Probit,8075,-1.16476,9.11805,,
Probit,8076,-1.16476,9.11805,,
Probit,8077,-1.09742,8.96341,,
Probit,8078,-0.52228,7.51905,,
Probit,8079,-0.418155,4.66346,,
Probit,8080,-0.315491,4.0864,,
Probit,8081,-0.380845,4.14829,,
Probit,8082,-0.210133,4.22846,,
Probit,8083,-0.128002,3.44543,,
Probit,8084,-0.19163,3.23208,,
Probit,8085,-0.293323,4.58051,,
Probit,8086,-0.361867,4.08572,,
Probit,8087,-0.369147,4.1032,,
Probit,8088,-0.334479,4.00656,,
Probit,8089,-0.480735,5.09681,,
Probit,8090,-0.573152,5.27874,,
Probit,8091,-0.592312,5.87589,,
Probit,8092,-0.386682,6.14923,,
Probit,8093,-0.926131,5.84164,,
Probit,8094,-0.702682,6.91761,,
Probit,8095,-0.39813,7.33902,,
Probit,8096,-0.451053,7.01179,,
Probit,8097,-0.547589,6.41758,,
Probit,8098,-0.495905,6.87214,,
Probit,8099,-0.618265,6.4529,,
Probit,8100,-0.836766,6.24647,,
Probit,8101,-0.494249,6.53444,,
Probit,8102,-0.433641,5.57175,,
Probit,8103,-0.280421,5.43031,,
Probit,8104,-0.274916,5.42858,,
Probit,8105,-0.386668,5.56368,,
Probit,8106,-0.521952,5.65327,,
Probit,8107,-0.564603,5.73159,,
Probit,8108,-0.746948,7.21692,,
Probit,8109,-0.757243,7.22674,,
Probit,8110,-0.612251,7.24371,,
Probit,8111,-0.528911,7.64958,,
Probit,8112,-0.489866,7.4174,,
Probit,8113,-0.405255,6.90116,,
Probit,8114,-0.438748,6.7598,,
Probit,8115,-0.429616,6.7893,,
Probit,8116,-0.581705,7.08184,,
Probit,8117,-0.466044,6.46929,,
Probit,8118,-0.598767,7.99598,,
Probit,8119,-0.854677,8.01378,,
Probit,8120,-0.946525,8.10612,,
Probit,8121,-1.04763,8.51032,,
Probit,8122,-0.969043,7.84617,,
Probit,8123,-0.798117,7.06772,,
Probit,8124,-0.911634,5.97869,,
Probit,8125,-0.597981,6.56182,,
Probit,8126,-0.723724,6.95441,,
Probit,8127,-0.773863,6.47809,,
Probit,8128,-0.560561,5.73911,,
Probit,8129,-0.677165,5.60328,,
Probit,8130,-0.752921,5.88208,,
Probit,8131,-0.411779,6.33119,,
Probit,8132,-0.50648,6.92691,,
Probit,8133,-0.506661,7.44782,,
Probit,8134,-0.491987,8.29366,,
Probit,8135,-0.561439,8.52504,,
Probit,8136,-0.650872,8.71168,,
Probit,8137,-0.570976,8.45559,,
Probit,8138,-0.572119,8.59613,,
Probit,8139,-0.689001,8.2135,,
Probit,8140,-0.422496,8.05332,,
Probit,8141,-0.562049,8.07321,,
Probit,8142,-0.447115,8.36215,,
Probit,8143,-0.499005,8.00939,,
Probit,8144,-0.500443,7.97875,,
Probit,8145,-0.415849,8.1917,,
Probit,8146,-0.36558,8.11984,,
Probit,8147,-0.306299,8.12921,,
Probit,8148,-0.35176,7.89025,,
Probit,8149,-0.584424,7.6757,,
Probit,8150,-0.722858,6.51344,,
Probit,8151,-0.806755,6.36043,,
Probit,8152,-0.496599,6.74159,,
Probit,8153,-0.500641,6.7764,,
Probit,8154,-0.686557,6.7768,,
Probit,8155,-0.696247,7.23468,,
Probit,8156,-0.465785,6.97303,,
Probit,8157,-0.342678,6.83145,,
Probit,8158,-0.298226,4.92883,,
Probit,8159,-0.19532,4.81602,,
Probit,8160,-0.608832,5.19384,,
Probit,8161,-0.833377,5.30503,,
Probit,8162,-0.0268857,5.78851,,
Probit,8163,-0.105691,5.81566,,
Probit,8164,-0.115452,5.73357,,
Probit,8165,-0.380702,6.93539,,
Probit,8166,-0.286349,6.01919,,
Probit,8167,0.040026,5.09605,,
Probit,8168,0.0483071,5.10728,,
Probit,8169,-0.133203,5.04933,,
Probit,8170,-0.140683,5.04312,,
Probit,8171,-0.585173,6.28683,,
Probit,8172,-0.810499,6.72698,,
Probit,8173,-0.898767,6.53938,,
Probit,8174,-0.466277,7.00115,,
Probit,8175,-0.522439,6.95536,,
Probit,8176,-0.619992,7.94397,,
Probit,8177,-1.09373,8.49819,,
Probit,8178,-1.06817,8.3626,,
Probit,8179,-1.08192,8.49775,,
Probit,8180,-1.09385,8.22884,,
Probit,8181,-0.824072,7.54338,,
Probit,8182,-0.541556,8.29432,,
Probit,8183,-0.587538,8.57092,,
Probit,8184,-0.872129,8.11396,,
Probit,8185,-0.284299,6.3837,,
Probit,8186,-0.321004,5.42826,,
Probit,8187,-0.317903,5.40663,,
Probit,8188,-0.726037,5.26507,,
Probit,8189,-0.122763,5.30261,,
Probit,8190,-0.243317,6.77045,,
Probit,8191,-0.917126,6.72676,,
Probit,8192,-0.83177,7.30881,,
Probit,8193,-1.11094,6.8883,,
Probit,8194,-0.944162,6.52631,,
Probit,8195,-1.09631,6.97954,,
Probit,8196,-0.58807,7.29766,,
Probit,8197,-0.641897,7.69528,,
Probit,8198,-0.646811,7.73654,,
Probit,8199,-0.827737,8.11215,,
Probit,8200,-0.953849,8.17149,,
Probit,8201,-0.919327,8.26339,,
Probit,8202,-0.417065,8.07788,,
Probit,8203,-0.301056,8.35153,,
Probit,8204,-0.371288,8.44574,,
Probit,8205,-0.398912,8.43358,,
Probit,8206,-0.439549,7.9177,,
Probit,8207,-0.455013,7.93631,,
Probit,8208,-0.28768,7.77041,,
Probit,8209,-0.221308,7.4837,,
Probit,8210,-0.255992,7.41862,,
Probit,8211,-0.22106,7.10853,,
Probit,8212,-0.353854,7.02916,,
Probit,8213,-0.380252,6.86061,,
Probit,8214,-0.334919,6.71977,,
Probit,8215,-0.253738,7.64535,,
Probit,8216,-0.345196,8.08917,,
Probit,8217,-0.264238,8.297,,
Probit,8218,-0.312551,8.48704,,
Probit,8219,-0.312551,8.48704,,
Probit,8220,-0.293364,8.13921,,
Probit,8221,-0.352203,8.38837,,
Probit,8222,-0.335485,8.5394,,
Probit,8223,-1.0155,8.37311,,
Probit,8224,-1.02777,8.36494,,
Probit,8225,-1.09828,8.61034,,
Probit,8226,-0.86343,8.63832,,
Probit,8227,-0.970749,8.59841,,
Probit,8228,-0.914965,8.79197,,
Probit,8229,-1.33155,9.26969,,
Probit,8230,-1.32687,8.95978,,
Probit,8231,-1.29688,9.47264,,
Probit,8232,-1.29688,9.47264,,
Probit,8233,-1.29688,9.47264,,
Probit,8234,-1.29688,9.47264,,
Probit,8235,-1.26105,9.31953,,
Probit,8236,-1.30081,9.00607,,
Probit,8237,-1.25848,9.36387,,
Probit,8238,-1.25848,9.36387,,
Probit,8239,-1.24814,9.02715,,
Probit,8240,-1.20371,8.89533,,
Probit,8241,-0.33854,7.78759,,
Probit,8242,-0.811044,8.26728,,
Probit,8243,-1.22648,9.17698,,
Probit,8244,-1.22592,9.02015,,
Probit,8245,-1.20281,9.07582,,
Probit,8246,-1.08027,9.04519,,
Probit,8247,-1.08773,9.31208,,
Probit,8248,-1.08773,9.31208,,
Probit,8249,-1.08773,9.31208,,
Probit,8250,-1.14163,9.37095,,
Probit,8251,-1.13691,9.30836,,
Probit,8252,-1.17808,9.26662,,
Probit,8253,-1.78744,9.78507,,
Probit,8254,-1.82973,9.90778,,
Probit,8255,-1.828,10.0004,,
Probit,8256,-1.92382,9.98115,,
Probit,8257,-1.92382,9.98115,,
Probit,8258,-1.9267,9.88413,,
Probit,8259,-1.89207,9.91383,,
Probit,8260,-1.8748,9.65372,,
Probit,8261,-1.82223,9.95238,,
Probit,8262,-1.32492,8.67865,,
Probit,8263,-1.14051,8.71281,,
Probit,8264,-1.17285,8.65502,,
Probit,8265,-1.28416,9.04987,,
Probit,8266,-1.32595,9.04356,,
Probit,8267,-1.28744,8.55331,,
Probit,8268,-0.992582,8.85125,,
Probit,8269,-0.82222,8.65257,,
Probit,8270,-0.835885,8.91031,,
Probit,8271,-0.826906,9.03333,,
Probit,8272,-0.826906,9.03333,,
Probit,8273,-0.845852,9.06659,,
Probit,8274,-0.845852,9.06659,,
Probit,8275,-0.726451,8.89832,,
Probit,8276,-0.726451,8.89832,,
Probit,8277,-0.748103,8.96071,,
Probit,8278,-0.72736,8.62253,,
Probit,8279,-0.819567,8.45155,,
Probit,8280,-0.781615,8.62692,,
Probit,8281,-0.785307,8.43468,,
Probit,8282,-0.652286,8.39863,,
Probit,8283,-0.740634,7.73166,,
Probit,8284,-0.498522,6.73296,,
Probit,8285,-0.49934,6.80591,,
Probit,8286,-0.279693,8.14503,,
Probit,8287,-0.36405,7.76757,,
Probit,8288,-0.430312,7.07175,,
Probit,8289,-1.00309,6.69399,,
Probit,8290,-0.744375,6.19028,,
Probit,8291,-0.849117,5.85393,,
Probit,8292,-0.90957,5.80195,,
Probit,8293,-0.64792,5.91587,,
Probit,8294,-0.397114,6.19918,,
Probit,8295,-0.360946,4.44584,,
Probit,8296,-0.419241,5.12823,,
Probit,8297,-0.412824,5.16562,,
Probit,8298,-0.30781,4.73147,,
Probit,8299,-0.221205,4.41407,,
Probit,8300,-0.580938,4.85076,,
Probit,8301,-0.397456,7.04347,,
Probit,8302,-0.921997,7.33851,,
Probit,8303,-0.954432,7.53112,,
Probit,8304,-0.944448,7.57539,,
Probit,8305,-0.75659,7.7825,,
Probit,8306,-0.622982,7.96145,,
Probit,8307,-0.742806,8.18879,,
Probit,8308,-0.794579,7.71534,,
Probit,8309,-0.489652,6.66107,,
Probit,8310,-0.489629,7.49582,,
Probit,8311,-0.819684,7.12458,,
Probit,8312,-0.864537,6.81768,,
Probit,8313,-0.756679,8.10519,,
Probit,8314,-0.864496,7.94987,,
Probit,8315,-0.886728,8.30857,,
Probit,8316,-1.12329,8.59193,,
Probit,8317,-1.16629,8.36236,,
Probit,8318,-0.981848,8.03937,,
Probit,8319,-0.908911,8.36076,,
Probit,8320,-0.884575,7.99454,,
Probit,8321,-1.00903,8.13221,,
Probit,8322,-0.945607,8.43119,,
Probit,8323,-0.946127,7.94622,,
Probit,8324,-0.977109,8.58092,,
Probit,8325,-1.00208,8.58159,,
