bmr,assumption,index,model_average,Exponential2,Exponential3,Exponential4,Exponential5,Hill,Power,Linear
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,50,41.69464056,37.97865986,40.36783773,20.39543138,28.50894791,39.59722445,46.93495079,48.89988404
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,51,39.99784451,36.11262867,37.04844132,19.03192068,27.90583783,44.46377564,62.97376708,49.99687365
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,52,40.11440755,35.96203258,44.55026645,20.79463077,86.01732162,33.87569673,51.97251424,50.63381747
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,53,68.1215528,36.91423866,46.15910845,21.68406058,36.36539532,41.3639984,83.03979617,50.8142607
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,54,40.33389316,38.83619612,50.28833075,22.17349963,22.19772239,40.44319306,97.83249932,53.43973898
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,55,21.64143215,38.02889268,44.33365902,22.60001814,24.08185808,22.18801416,62.93141235,52.91012429
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,56,17.11760989,34.31572614,39.34455595,20.71357106,20.52694248,31.2534707,51.15912583,52.88807665
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,57,17.82016994,38.28257757,42.47725711,26.59818282,18.55153029,42.26675563,64.25740865,50.51543144
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,58,26.42304822,38.33069621,75.42684261,21.67534517,20.42148873,41.91690364,91.12453551,50.90876112
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,59,20.27067865,37.30513655,40.69708681,21.94440188,41.92901262,44.76256857,67.29864078,46.03109936
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,60,17.13877209,39.52564138,34.76341066,9.866566768,18.45144863,48.41563094,62.41981394,49.62757728
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,61,24.55463967,35.62791426,51.79947554,11.12449979,18.14872921,100.2715294,64.08213121,48.27488357
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,62,19.71355961,33.27829115,53.41817056,13.95922502,31.22378708,24.35555465,53.097863,48.27488357
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,63,24.75752132,32.23248528,55.8466762,16.41237514,38.07013461,34.26743214,60.23138521,48.20757536
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,64,17.47222251,35.89514057,46.34305003,18.81784224,67.42478747,36.27970107,68.96138777,47.72054007
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,65,16.11295369,39.19701665,51.39249162,17.72455292,52.3690062,34.1425967,62.41453197,48.08443407
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,66,15.29093881,38.46066331,45.18429772,19.69705524,35.04702945,41.6281755,76.05846562,53.30258852
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,67,17.13178579,35.20052814,33.6613309,20.47874965,41.15606301,39.32729315,71.33388359,48.88060928
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,68,17.60883198,35.71369496,37.01562549,15.87979649,30.29974746,26.63669649,62.63827419,50.68650485
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,69,14.67240197,36.30406998,40.36061805,19.02556764,27.17623801,56.5476416,54.18107786,47.41732525
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,70,14.95671627,36.72715701,42.12331479,19.91250486,23.54875168,47.61282915,55.80842284,52.68380469
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,71,13.35058899,37.81486605,36.68980468,16.84659948,22.7002148,48.65531106,59.61748265,56.73165954
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,72,18.60283803,30.03412181,35.72935921,19.25140756,78.99803356,44.70993901,61.19702875,47.14991483
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,73,20.90989046,32.15074238,39.30931094,20.80167456,123.4508577,47.66907078,57.23179386,45.05060634
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,74,18.35237472,36.41618878,44.87252693,17.62882572,120.4122339,37.78237062,65.11194363,46.95758914
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,75,19.47285895,37.17605809,43.18999513,24.30973449,155.9030888,32.45507496,62.58128852,43.97514187
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,76,16.54804196,32.27515771,38.22124132,20.5205237,155.9030888,29.64336289,57.10919359,53.45156228
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,77,19.42028041,32.50711028,52.33922517,16.18510087,155.9030888,24.31426523,52.71493157,49.45140506
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,78,16.08334094,31.50747948,54.32821826,22.06549262,155.9030888,26.27336256,53.66070857,50.11699209
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,79,13.10908276,36.4706152,102.0595553,22.78526665,146.5866616,28.96066517,53.29732228,49.12788233
"Central tendency: Relative, 0.05: Adversity: 0.05,",Log Normal,80,18.22106361,33.23301292,90.67742601,17.73851143,164.7153444,17.21759083,51.10620272,49.13481789
