bmr,index,model_average,Logistic,LogLogistic,Probit,QuantalLinear,DichotomousHill
"BMR = 10%: Added, BMR: 0.1",9845,5.730915219,31.20448153,28.38092484,22.83694981,6.028145133,51.4395751
"BMR = 10%: Added, BMR: 0.1",9846,6.00751238,29.1174409,32.00655041,22.92654526,6.19951618,21.23086134
"BMR = 10%: Added, BMR: 0.1",9847,4.389149137,29.72990481,39.90502331,22.26309241,9.834806618,36.17109926
"BMR = 10%: Added, BMR: 0.1",9848,8.824986606,28.24351143,51.77182302,23.95562076,8.120935682,41.08230252
"BMR = 10%: Added, BMR: 0.1",9849,10.9173423,36.79278667,49.06881628,23.55080768,6.659563387,43.73251245
"BMR = 10%: Added, BMR: 0.1",9850,8.547622646,34.87629872,35.81462272,26.86746114,6.089441982,4.804488272
"BMR = 10%: Added, BMR: 0.1",9851,15.48775149,36.24262437,35.81462272,28.69987454,5.935002322,31.54496666
"BMR = 10%: Added, BMR: 0.1",9852,7.622195669,37.81237903,49.16455366,26.9889411,5.856327336,10.03604582
"BMR = 10%: Added, BMR: 0.1",9853,8.970354966,33.81301958,47.16079244,28.45050396,8.718149424,12.11509648
"BMR = 10%: Added, BMR: 0.1",9854,5.641553933,33.81301958,67.64935738,27.21220516,13.61923031,23.00262758
"BMR = 10%: Added, BMR: 0.1",9855,5.379464617,33.81301958,67.64935738,24.68568408,8.707274748,13.75523204
"BMR = 10%: Added, BMR: 0.1",9856,11.70500322,33.81301958,62.99509465,24.37603123,6.859382615,14.5835116
"BMR = 10%: Added, BMR: 0.1",9857,5.948269754,28.38460185,40.11460153,23.56539892,7.015621816,33.93447452
"BMR = 10%: Added, BMR: 0.1",9858,8.687720899,22.57666495,36.73579986,24.85076686,9.443753767,31.86378249
"BMR = 10%: Added, BMR: 0.1",9859,7.479758771,23.64615949,21.46218895,24.85076686,6.239664514,35.72790792
"BMR = 10%: Added, BMR: 0.1",9860,5.33937118,27.23742398,30.02713418,24.08682327,6.022876273,11.89011417
"BMR = 10%: Added, BMR: 0.1",9861,6.949974317,23.23139637,28.76704295,26.12626424,11.70972583,33.12486539
"BMR = 10%: Added, BMR: 0.1",9862,6.85711324,30.91885319,20.79496763,24.32874313,7.632813025,37.90813112
"BMR = 10%: Added, BMR: 0.1",9863,4.68566819,30.51168219,24.70504037,23.3545069,8.268377482,62.73174817
"BMR = 10%: Added, BMR: 0.1",9864,6.785582458,26.94834011,20.93485924,24.20480225,6.946503871,34.83682946
"BMR = 10%: Added, BMR: 0.1",9865,3.287048131,26.94834011,22.33046683,21.86373849,3.551622827,66.7205842
"BMR = 10%: Added, BMR: 0.1",9866,6.157945132,28.46173206,16.97465874,24.15957836,4.14346518,14.85241965
"BMR = 10%: Added, BMR: 0.1",9867,9.107924756,28.64552552,18.32832333,24.14131814,5.840696598,16.42830871
"BMR = 10%: Added, BMR: 0.1",9868,4.797072558,31.26561014,15.28770943,22.40679429,6.441304226,4.74098025
"BMR = 10%: Added, BMR: 0.1",9869,9.563670981,20.59660302,15.89525491,22.14799393,11.46793771,39.51865335
"BMR = 10%: Added, BMR: 0.1",9870,9.268597721,21.80470678,18.79424957,26.94317253,8.264995798,26.20551272
"BMR = 10%: Added, BMR: 0.1",9871,10.55558925,25.50259869,19.56747959,26.55210491,7.124343141,39.62503164
"BMR = 10%: Added, BMR: 0.1",9872,6.291696847,26.71896214,9.276535305,24.81403007,8.8265305,41.07929101
"BMR = 10%: Added, BMR: 0.1",9873,5.645372285,25.12927803,11.47876139,30.44577799,5.968404786,24.1003692
"BMR = 10%: Added, BMR: 0.1",9874,7.250615492,25.15027592,20.00896042,28.81191489,6.727333354,26.02883886
"BMR = 10%: Added, BMR: 0.1",9875,8.917095633,27.39708794,22.12288726,30.28940894,7.1614174,30.10117981
"BMR = 10%: Added, BMR: 0.1",9876,7.314638779,19.80632502,49.32854386,29.15201212,6.643657242,35.85948834
"BMR = 10%: Added, BMR: 0.1",9877,7.380178137,22.99474001,20.05476852,27.06348175,4.309162423,16.6970156
"BMR = 10%: Added, BMR: 0.1",9878,6.729394044,28.6758685,13.04564824,25.17857363,7.612177809,23.87673008
"BMR = 10%: Added, BMR: 0.1",9879,10.98442143,20.5764852,20.25965017,34.04846983,7.831222963,7.932810683
"BMR = 10%: Added, BMR: 0.1",9880,7.779804514,20.85327535,16.4861216,34.84353319,6.862863487,7.587142721
"BMR = 10%: Added, BMR: 0.1",9881,8.791679041,17.78768303,29.05047572,31.41953795,5.773663033,15.86771196
"BMR = 10%: Added, BMR: 0.1",9882,3.851207438,18.83331951,23.65678839,27.07772901,6.438316286,6.369939319
"BMR = 10%: Added, BMR: 0.1",9883,6.439700411,19.97290894,47.24037732,30.1863778,6.192209611,5.077269922
"BMR = 10%: Added, BMR: 0.1",9884,7.069033202,23.78598978,10.8794118,27.42438439,5.726689796,6.088512324
"BMR = 10%: Added, BMR: 0.1",9885,5.68091784,24.85263048,16.24947143,31.65926142,8.901887469,6.770869058
"BMR = 10%: Added, BMR: 0.1",9886,6.082632165,27.68773001,19.4127549,24.77933198,6.080699631,11.69873906
"BMR = 10%: Added, BMR: 0.1",9887,7.721834854,24.41224389,22.34312464,23.74327695,5.288673734,62.90256426
"BMR = 10%: Added, BMR: 0.1",9888,5.782737896,23.75638037,27.90807737,22.01296587,6.259613287,34.67273559
"BMR = 10%: Added, BMR: 0.1",9889,5.951868412,15.49187253,15.25639482,29.11824359,8.345173518,61.10547676
"BMR = 10%: Added, BMR: 0.1",9890,6.888177354,15.85934457,21.6116909,26.97315028,7.21256096,24.87300664
"BMR = 10%: Added, BMR: 0.1",9891,4.775863044,23.75796523,45.6810858,26.96670304,5.21209663,31.1932876
"BMR = 10%: Added, BMR: 0.1",9892,6.342888328,19.58484355,35.34998647,27.15481785,8.962265743,35.65321857
"BMR = 10%: Added, BMR: 0.1",9893,7.768477556,18.72948826,37.88221991,24.9982234,8.52578819,32.2094859
"BMR = 10%: Added, BMR: 0.1",9894,11.40414995,20.55616873,34.15574708,23.74846833,8.1960685,34.77441231
"BMR = 10%: Added, BMR: 0.1",9895,6.028145133,22.46916387,37.82046926,22.58470397,9.229769251,29.39442161
"BMR = 10%: Added, BMR: 0.1",9896,9.348873618,22.56193331,25.81161092,23.19116752,8.798596405,30.77125457
"BMR = 10%: Added, BMR: 0.1",9897,9.017415845,21.31042791,39.68772182,23.50354008,5.31985112,87.07142111
"BMR = 10%: Added, BMR: 0.1",9898,5.91692521,21.57243332,32.5451283,23.58767154,5.352925005,31.86898986
"BMR = 10%: Added, BMR: 0.1",9899,4.051344626,21.57243332,36.34507929,28.34006523,9.670074806,26.0676247
"BMR = 10%: Added, BMR: 0.1",9900,6.546851848,30.17808693,31.40184478,25.45641683,6.147535208,43.18841931
"BMR = 10%: Added, BMR: 0.1",9901,5.236303142,30.00185998,54.9920263,30.92433542,4.549152799,29.59088379
"BMR = 10%: Added, BMR: 0.1",9902,6.077465199,26.64304907,54.00075115,29.7233491,8.923313601,25.33245483
"BMR = 10%: Added, BMR: 0.1",9903,6.738554457,21.99581984,52.30647119,29.22699678,6.637979999,14.48729408
"BMR = 10%: Added, BMR: 0.1",9904,5.027995253,19.43908689,63.83690023,27.62951825,6.017658407,4.79498307
"BMR = 10%: Added, BMR: 0.1",9905,9.526905953,23.69284892,35.09140862,28.50073503,8.293935684,5.290482048
"BMR = 10%: Added, BMR: 0.1",9906,7.510003901,16.54737214,71.44780748,28.0814773,6.908071826,17.15295566
"BMR = 10%: Added, BMR: 0.1",9907,7.507328661,15.48215077,58.13200224,35.26839201,5.41773806,30.79412392
"BMR = 10%: Added, BMR: 0.1",9908,9.195923035,24.52898938,57.07935456,31.07401497,5.57018059,14.60586995
"BMR = 10%: Added, BMR: 0.1",9909,5.93494967,22.17304726,16.47220873,25.31069979,6.56586923,37.76930272
"BMR = 10%: Added, BMR: 0.1",9910,4.392717976,23.40719559,19.66171891,26.61104316,5.962241894,21.33999537
"BMR = 10%: Added, BMR: 0.1",9911,9.474707555,25.57091794,36.9532232,27.23255724,6.336335177,48.32823893
"BMR = 10%: Added, BMR: 0.1",9912,9.746962487,22.13062695,34.07532945,24.96427331,6.475867691,36.01943341
"BMR = 10%: Added, BMR: 0.1",9913,7.417064005,23.90751325,81.430279,24.75180126,9.84553041,27.96954977
"BMR = 10%: Added, BMR: 0.1",9914,8.948306822,34.25254973,28.51272993,27.72545436,7.262663304,43.85104885
"BMR = 10%: Added, BMR: 0.1",9915,5.894205976,19.57376836,70.92620203,27.01395912,6.111264971,20.03194545
"BMR = 10%: Added, BMR: 0.1",9916,8.284729304,24.64321617,36.67095537,33.53503922,7.733983195,21.11739646
"BMR = 10%: Added, BMR: 0.1",9917,7.129336538,25.49092455,52.9454333,32.7112513,9.54303182,31.25306613
"BMR = 10%: Added, BMR: 0.1",9918,6.28972418,22.77599537,35.70890185,29.02865255,5.176529842,20.68440865
"BMR = 10%: Added, BMR: 0.1",9919,7.799584753,35.25117931,41.26064958,27.90094571,5.23115032,19.93525235
"BMR = 10%: Added, BMR: 0.1",9920,5.682123763,30.51785556,43.19212241,28.55548545,5.066395376,41.95454616
"BMR = 10%: Added, BMR: 0.1",9921,9.797157724,27.01287911,33.96130822,45.40914814,11.51442198,39.4110748
"BMR = 10%: Added, BMR: 0.1",9922,6.82605683,24.36158102,37.511807,32.26366211,11.51442198,27.50152245
"BMR = 10%: Added, BMR: 0.1",9923,5.762055961,30.81228616,7.408674992,23.22207738,5.177534683,30.82127867
"BMR = 10%: Added, BMR: 0.1",9924,9.204657838,30.81228616,8.61075866,23.12606515,5.247603907,39.75139966
"BMR = 10%: Added, BMR: 0.1",9925,6.494331427,31.12024543,21.46618143,31.61594841,11.97709375,29.13597936
"BMR = 10%: Added, BMR: 0.1",9926,4.842841835,31.12024543,19.13472795,26.0690353,11.97709375,32.00360601
"BMR = 10%: Added, BMR: 0.1",9927,12.10513969,31.92866401,19.67345924,25.98317805,10.79657277,16.13346357
"BMR = 10%: Added, BMR: 0.1",9928,7.325478025,34.61474017,32.53833494,25.42972455,7.54825104,32.02731724
"BMR = 10%: Added, BMR: 0.1",9929,8.219252787,24.05975599,30.25918255,27.44110641,7.54825104,40.33101593
"BMR = 10%: Added, BMR: 0.1",9930,8.128605512,21.42895002,36.5924993,30.14119186,6.866832194,21.78947992
"BMR = 10%: Added, BMR: 0.1",9931,6.177270488,31.13238369,21.67847453,27.04273245,7.012283633,35.33901621
"BMR = 10%: Added, BMR: 0.1",9932,5.688024069,18.86584622,27.35672875,31.52490223,7.322244971,41.52871525
"BMR = 10%: Added, BMR: 0.1",9933,8.179812044,24.73003008,50.01401907,30.36580881,18.3976283,41.15223781
"BMR = 10%: Added, BMR: 0.1",9934,7.03887755,20.63497599,9.443503911,28.26735308,16.90261379,19.56306328
"BMR = 10%: Added, BMR: 0.1",9935,9.196921787,24.48160239,68.18205847,27.93339846,6.655354495,9.528566352
"BMR = 10%: Added, BMR: 0.1",9936,7.433618716,18.81275261,56.21345264,26.89684172,6.996119774,26.40110023
"BMR = 10%: Added, BMR: 0.1",9937,6.376076886,16.18370503,41.73763152,28.37081896,6.102861851,14.51370524
"BMR = 10%: Added, BMR: 0.1",9938,4.807674009,21.41551484,33.75035238,28.53176844,5.627455465,44.34480406
"BMR = 10%: Added, BMR: 0.1",9939,6.812056393,14.777325,57.28139242,26.82894602,6.859407767,35.35414583
"BMR = 10%: Added, BMR: 0.1",9940,6.833395318,32.9528659,35.03789067,30.79849943,4.566266217,47.35155603
"BMR = 10%: Added, BMR: 0.1",9941,7.192542565,28.06178945,37.53313109,29.16384512,5.047808088,14.21492307
"BMR = 10%: Added, BMR: 0.1",9942,6.724516281,17.17576079,37.31050485,30.77384075,4.650142347,16.71770414
"BMR = 10%: Added, BMR: 0.1",9943,6.063448897,17.29250703,19.70907127,27.7622384,5.18690399,48.74424322
"BMR = 10%: Added, BMR: 0.1",9944,6.22620549,27.45087114,16.53742507,27.59444236,7.15268694,24.21437242
"BMR = 10%: Added, BMR: 0.1",9945,6.979364658,24.84997889,19.58952331,35.20128738,5.280387181,57.6634741
"BMR = 10%: Added, BMR: 0.1",9946,8.179270171,20.6903327,20.31432766,34.03742803,3.985784785,6.175591793
"BMR = 10%: Added, BMR: 0.1",9947,11.18640458,32.46887955,17.5425129,35.66098944,8.953343017,37.78708188
"BMR = 10%: Added, BMR: 0.1",9948,5.920005005,33.51321716,22.40057267,39.43831628,9.279806683,20.01552076
"BMR = 10%: Added, BMR: 0.1",9949,8.623742689,37.6451873,40.64944455,41.19849953,5.411201406,18.9009005
"BMR = 10%: Added, BMR: 0.1",9950,8.370100846,38.5981886,14.48271259,40.19553641,4.107166489,22.44824295
"BMR = 10%: Added, BMR: 0.1",9951,6.453752101,36.72708191,19.61389869,38.29041702,9.476407128,19.46280525
"BMR = 10%: Added, BMR: 0.1",9952,7.603096002,36.2348935,33.71996331,37.55944212,5.598103808,30.06865765
"BMR = 10%: Added, BMR: 0.1",9953,12.6166869,30.08371919,43.27937716,29.11246223,6.145715921,19.44857161
"BMR = 10%: Added, BMR: 0.1",9954,10.44753572,30.08371919,77.8833047,33.68189771,7.370192142,59.55445053
"BMR = 10%: Added, BMR: 0.1",9955,5.388536466,30.08371919,13.93018032,31.11785367,6.782003191,69.33155864
"BMR = 10%: Added, BMR: 0.1",9956,9.668798716,30.44619097,15.65973263,32.04802371,4.474532022,62.71545681
"BMR = 10%: Added, BMR: 0.1",9957,12.41673066,33.27967863,10.69035664,25.89565313,11.35123149,81.61883557
"BMR = 10%: Added, BMR: 0.1",9958,5.963089816,19.4114818,13.77790004,26.32233334,9.446209412,70.42461998
"BMR = 10%: Added, BMR: 0.1",9959,8.888471185,20.40531875,64.61234498,24.57896989,5.859083798,67.44598132
"BMR = 10%: Added, BMR: 0.1",9960,7.045647231,18.29898175,64.17872169,26.06666807,6.188808224,40.88831669
"BMR = 10%: Added, BMR: 0.1",9961,6.488269285,25.42073418,70.33741231,22.4211815,7.053315752,40.88831669
"BMR = 10%: Added, BMR: 0.1",9962,6.021656639,23.5319644,57.49322411,22.91297291,6.919479308,42.8058991
"BMR = 10%: Added, BMR: 0.1",9963,7.056418202,20.11593118,62.16104915,23.77158401,7.020200028,30.80957959
"BMR = 10%: Added, BMR: 0.1",9964,7.569906203,20.76590422,59.05705799,23.64066188,8.971540625,25.86597303
"BMR = 10%: Added, BMR: 0.1",9965,5.837681828,23.44075794,59.05705799,28.68301698,5.79866199,28.19197168
"BMR = 10%: Added, BMR: 0.1",9966,7.699504671,37.5458606,52.85706433,25.9178716,5.048382009,31.76579122
"BMR = 10%: Added, BMR: 0.1",9967,5.479420978,36.1605231,66.21799741,24.68610429,10.02850567,32.20185851
"BMR = 10%: Added, BMR: 0.1",9968,4.796401006,32.74489189,68.74507785,26.32376675,9.191194609,36.39428386
"BMR = 10%: Added, BMR: 0.1",9969,9.118551274,36.95635703,58.38658718,26.23223745,6.221110393,68.89035998
"BMR = 10%: Added, BMR: 0.1",9970,6.422764922,26.54894249,58.38658718,26.44924184,6.848950755,29.39546575
"BMR = 10%: Added, BMR: 0.1",9971,6.072906238,19.5167938,53.70602354,26.42917692,15.32194759,21.56619477
"BMR = 10%: Added, BMR: 0.1",9972,8.134169895,26.28846575,42.99030943,27.55236848,15.32194759,38.35027811
"BMR = 10%: Added, BMR: 0.1",9973,5.349646245,21.4728474,27.12617996,25.57566102,3.796689971,45.56198479
"BMR = 10%: Added, BMR: 0.1",9974,9.904793402,19.19799441,21.78070716,26.12750373,12.84597822,55.84350223
"BMR = 10%: Added, BMR: 0.1",9975,7.627489408,20.66708607,32.7585308,28.29637562,12.84597822,12.94467779
"BMR = 10%: Added, BMR: 0.1",9976,7.086300288,19.30512424,25.91180708,27.05921373,5.158657512,16.3874691
"BMR = 10%: Added, BMR: 0.1",9977,7.258114428,21.31253256,35.2597447,26.83552548,4.917686115,28.86643872
"BMR = 10%: Added, BMR: 0.1",9978,7.430283818,18.69698906,23.83858361,25.25145989,5.942588332,49.85418114
"BMR = 10%: Added, BMR: 0.1",9979,6.96654836,21.61852603,35.93244576,25.43196672,8.626435533,56.03648986
"BMR = 10%: Added, BMR: 0.1",9980,7.830422187,27.59773113,15.23265852,24.18002061,6.898521871,19.73874737
"BMR = 10%: Added, BMR: 0.1",9981,4.076132907,24.32818063,11.28468106,24.99342113,7.612875721,15.56247847
"BMR = 10%: Added, BMR: 0.1",9982,7.50304295,23.09382469,18.1014116,24.24314298,7.612875721,30.95763979
"BMR = 10%: Added, BMR: 0.1",9983,12.40420029,23.41984741,14.25091188,25.71432692,6.513508805,9.1122879
"BMR = 10%: Added, BMR: 0.1",9984,6.755087151,24.7407357,15.44274973,27.50811685,4.90469223,25.66768765
"BMR = 10%: Added, BMR: 0.1",9985,6.477951783,21.34506075,31.7692446,27.23122991,7.867488298,19.79145409
"BMR = 10%: Added, BMR: 0.1",9986,10.04620016,24.68024029,14.52428106,25.8912411,8.050773832,41.4307059
"BMR = 10%: Added, BMR: 0.1",9987,6.551049033,15.06785107,39.93593968,25.58846266,8.050773832,53.14513473
"BMR = 10%: Added, BMR: 0.1",9988,13.16452896,34.16319235,43.75705468,25.8556893,7.997271655,48.40094931
"BMR = 10%: Added, BMR: 0.1",9989,13.92761751,17.25245353,32.07649577,24.291731,6.245574995,15.81458575
"BMR = 10%: Added, BMR: 0.1",9990,5.862400672,18.04100099,29.32506048,23.75727952,5.905694122,26.52724799
"BMR = 10%: Added, BMR: 0.1",9991,10.87704893,19.68723942,37.63635997,28.35959192,7.822639843,12.85257109
"BMR = 10%: Added, BMR: 0.1",9992,12.65383685,29.8866842,76.39531755,25.4873631,7.812592423,18.50370758
"BMR = 10%: Added, BMR: 0.1",9993,10.75866889,28.21594344,52.78677328,25.55701446,8.206621095,50.5114506
"BMR = 10%: Added, BMR: 0.1",9994,7.717347318,26.88033194,47.48417988,29.74658335,8.412783212,63.88420103
"BMR = 10%: Added, BMR: 0.1",9995,6.944488007,26.88033194,27.23265272,27.87577516,6.123766196,36.34200397
"BMR = 10%: Added, BMR: 0.1",9996,5.105472797,26.59615423,29.51005118,26.80025269,9.015009323,36.44169435
"BMR = 10%: Added, BMR: 0.1",9997,3.878944506,28.49427738,33.28567941,26.72449991,6.689281413,18.44607454
"BMR = 10%: Added, BMR: 0.1",9998,8.427094726,26.55178919,28.75017256,27.45836457,7.250558569,32.31729129
"BMR = 10%: Added, BMR: 0.1",9999,6.049456351,21.7889688,35.69566317,24.58572348,8.793987086,29.41486855
"BMR = 10%: Added, BMR: 0.1",10000,5.023460454,22.8130046,23.28839263,22.46596527,7.356456092,25.5603705
"BMR = 10%: Added, BMR: 0.1",10001,5.931990275,27.38439031,31.72738176,27.39527465,7.545106505,60.22934058
"BMR = 10%: Added, BMR: 0.1",10002,9.898755863,21.56686953,29.92769628,23.45766307,5.703249122,44.29769307
"BMR = 10%: Added, BMR: 0.1",10003,7.771320187,27.9124345,22.60740244,24.56039568,7.661207975,31.86464502
"BMR = 10%: Added, BMR: 0.1",10004,8.40558721,28.85457658,30.30393717,23.00037382,7.572819801,22.09214873
"BMR = 10%: Added, BMR: 0.1",10005,9.260163313,27.14529999,38.25421062,23.00037382,8.554787532,41.74588761
"BMR = 10%: Added, BMR: 0.1",10006,6.045834339,24.06340958,17.05163321,22.04383078,7.731274046,17.95579139
"BMR = 10%: Added, BMR: 0.1",10007,5.042121437,24.20996652,25.34246794,22.98179099,9.043315713,33.40434954
"BMR = 10%: Added, BMR: 0.1",10008,7.053315752,19.31627695,16.62424165,24.15431504,8.598735942,31.03808771
"BMR = 10%: Added, BMR: 0.1",10009,7.909024787,20.18358744,12.98743554,24.27141219,6.505484487,30.43656143
"BMR = 10%: Added, BMR: 0.1",10010,7.689826362,20.43330081,12.49024651,24.27141219,9.108046976,3.038425033
"BMR = 10%: Added, BMR: 0.1",10011,6.097732386,19.20889509,14.85785459,28.36849707,9.709667621,116.2889996
"BMR = 10%: Added, BMR: 0.1",10012,6.716868937,17.86678588,11.46740935,27.26688011,5.248196921,6.238025033
"BMR = 10%: Added, BMR: 0.1",10013,10.22788852,20.3213129,8.246421586,26.20132554,9.558944889,74.10765671
"BMR = 10%: Added, BMR: 0.1",10014,8.260515958,21.90227702,25.75597213,26.36343108,8.706256134,35.6490896
"BMR = 10%: Added, BMR: 0.1",10015,6.560300619,21.31177193,13.48333126,25.48691717,8.706256134,37.55189519
"BMR = 10%: Added, BMR: 0.1",10016,7.508204388,20.76870073,31.31780089,25.48691717,9.264917463,38.13909653
"BMR = 10%: Added, BMR: 0.1",10017,6.434788737,23.32430287,34.87571421,22.99360255,9.060798192,22.69606189
"BMR = 10%: Added, BMR: 0.1",10018,4.137710441,21.9513465,43.88925915,22.52213398,8.01085471,37.70273509
"BMR = 10%: Added, BMR: 0.1",10019,8.304576065,20.18196133,28.98653113,26.76121211,6.452283006,28.1152988
"BMR = 10%: Added, BMR: 0.1",10020,7.710581979,29.8628638,38.1737312,26.32556671,6.819870507,35.68394666
"BMR = 10%: Added, BMR: 0.1",10021,8.050988774,16.34019009,39.60716166,26.81645997,5.896845441,40.49365923
"BMR = 10%: Added, BMR: 0.1",10022,4.488962047,32.42971393,25.42654927,27.1255931,5.817940013,43.22731373
"BMR = 10%: Added, BMR: 0.1",10023,6.042920227,14.96404567,20.82925058,25.64697836,7.047737663,30.98744563
"BMR = 10%: Added, BMR: 0.1",10024,4.963665421,13.37870443,20.41337387,26.61655174,6.049304784,38.23251637
"BMR = 10%: Added, BMR: 0.1",10025,6.681911193,13.52533097,28.61381527,27.97373222,7.197486562,45.30545004
"BMR = 10%: Added, BMR: 0.1",10026,6.216505336,40.65251746,18.99350238,25.53427741,3.812149793,52.01502544
"BMR = 10%: Added, BMR: 0.1",10027,7.163258859,17.2581407,5.247334822,24.87025307,2.782819401,50.09553584
"BMR = 10%: Added, BMR: 0.1",10028,5.56697855,16.6812657,3.322283792,30.21463044,3.806683268,37.3387184
"BMR = 10%: Added, BMR: 0.1",10029,10.98803049,17.30355142,7.357556824,29.70548082,11.71274982,36.5416611
"BMR = 10%: Added, BMR: 0.1",10030,5.986579715,21.08622553,3.595261123,28.05398198,9.323129271,36.84737814
"BMR = 10%: Added, BMR: 0.1",10031,8.691068829,23.0078235,11.93353714,28.01647191,4.571654888,50.73299872
"BMR = 10%: Added, BMR: 0.1",10032,9.409992076,27.6384944,52.04944246,27.17762034,4.493434208,65.1673712
"BMR = 10%: Added, BMR: 0.1",10033,7.203668089,24.87027808,52.04944246,26.93811512,6.962040487,30.65647822
"BMR = 10%: Added, BMR: 0.1",10034,8.483279222,20.24560987,40.73230169,25.74306728,7.342855566,58.38076839
"BMR = 10%: Added, BMR: 0.1",10035,10.46727984,28.71900639,40.73230169,27.43308313,7.342855566,20.1207324
"BMR = 10%: Added, BMR: 0.1",10036,7.081386182,26.4009451,54.37219096,28.01050722,6.312307229,16.06828499
"BMR = 10%: Added, BMR: 0.1",10037,9.950736555,29.19904813,54.37219096,29.02582452,6.312307229,27.91372063
"BMR = 10%: Added, BMR: 0.1",10038,7.416631704,18.55871189,56.92849238,29.02582452,12.71200957,46.14004126
"BMR = 10%: Added, BMR: 0.1",10039,5.345109557,17.14288463,42.62140739,29.71753905,12.22237291,70.18055235
"BMR = 10%: Added, BMR: 0.1",10040,7.129304115,20.65932667,36.84924594,29.71753905,12.22237291,52.33077252
"BMR = 10%: Added, BMR: 0.1",10041,4.164112086,26.51998545,46.13031335,29.71753905,9.279623418,35.81669915
"BMR = 10%: Added, BMR: 0.1",10042,6.070421249,32.21652659,36.56395043,29.71753905,9.232044952,4.884014581
"BMR = 10%: Added, BMR: 0.1",10043,6.106330873,31.58083556,13.99434312,35.43211664,5.223455133,29.50753985
"BMR = 10%: Added, BMR: 0.1",10044,6.372401956,22.23131885,70.02367988,35.74288777,5.0795129,63.26437427
"BMR = 10%: Added, BMR: 0.1",10045,10.02257776,27.76580931,57.42963263,24.72769069,5.0795129,48.46578948
"BMR = 10%: Added, BMR: 0.1",10046,4.56128377,29.62904491,33.70939373,32.36003593,5.059231182,21.90543271
"BMR = 10%: Added, BMR: 0.1",10047,11.21019836,34.26297924,24.47904971,31.91628269,8.044016432,104.9034231
"BMR = 10%: Added, BMR: 0.1",10048,5.745075308,21.73689369,18.7244593,31.08566325,5.193188497,55.88152571
"BMR = 10%: Added, BMR: 0.1",10049,5.943470337,21.34650183,34.08062824,26.70721081,7.427756839,50.36509078
"BMR = 10%: Added, BMR: 0.1",10050,9.529118198,24.0745193,42.11722667,26.92791946,6.482945005,52.38185062
"BMR = 10%: Added, BMR: 0.1",10051,5.625974399,23.86100152,25.74747419,28.52584262,13.1930922,17.79787758
"BMR = 10%: Added, BMR: 0.1",10052,6.837854135,25.60111933,28.3165137,31.39088225,8.793962215,69.92812754
"BMR = 10%: Added, BMR: 0.1",10053,4.541186525,25.60111933,41.20200681,31.0116723,8.718810599,30.93049622
"BMR = 10%: Added, BMR: 0.1",10054,8.712130149,23.38251867,30.90568781,29.10284866,6.110481513,31.75160837
"BMR = 10%: Added, BMR: 0.1",10055,5.24681928,31.28945895,23.3762513,30.57003728,10.07096017,22.09001394
"BMR = 10%: Added, BMR: 0.1",10056,5.915171167,33.34176891,28.43174517,28.92049279,10.07096017,31.08933953
"BMR = 10%: Added, BMR: 0.1",10057,5.938933226,33.34176891,13.80405424,35.15923687,7.006083467,25.91868767
"BMR = 10%: Added, BMR: 0.1",10058,10.31693557,36.67342055,28.93302808,29.34578234,6.681911193,24.20337376
"BMR = 10%: Added, BMR: 0.1",10059,5.439772244,32.4009941,28.12483122,31.09773487,8.635364281,40.39375982
"BMR = 10%: Added, BMR: 0.1",10060,6.232127462,31.0803323,37.45201349,38.5651664,4.823021182,66.03879835
"BMR = 10%: Added, BMR: 0.1",10061,12.62634262,29.3305861,61.0361588,41.56281539,6.983081745,36.98519056
"BMR = 10%: Added, BMR: 0.1",10062,6.479073318,28.94556016,48.31781587,27.03998798,6.205687454,18.99205509
"BMR = 10%: Added, BMR: 0.1",10063,7.92606366,16.91968314,68.36675266,29.85430006,6.983774457,28.33447869
"BMR = 10%: Added, BMR: 0.1",10064,5.523963726,32.97153415,36.49775045,26.01141949,9.514948259,31.68283184
"BMR = 10%: Added, BMR: 0.1",10065,6.893808427,25.64790923,57.86480905,24.43167614,9.514948259,41.46467271
"BMR = 10%: Added, BMR: 0.1",10066,6.196070934,20.69287267,85.5305747,23.52233739,12.89502453,51.52426006
"BMR = 10%: Added, BMR: 0.1",10067,4.642320109,24.50032663,42.30406995,23.76431469,12.01426505,46.71521908
"BMR = 10%: Added, BMR: 0.1",10068,9.989738615,22.65023649,134.3963721,22.54808445,4.219789478,25.79654748
"BMR = 10%: Added, BMR: 0.1",10069,12.12977895,20.95158415,44.5173082,23.79435024,9.162868785,53.72057074
"BMR = 10%: Added, BMR: 0.1",10070,4.971618068,22.84738879,77.03769832,24.87534094,9.910761159,40.15719875
"BMR = 10%: Added, BMR: 0.1",10071,5.640886821,21.70306765,26.14660274,25.80953073,9.903938942,33.80627279
"BMR = 10%: Added, BMR: 0.1",10072,4.979829333,23.72255472,16.19914552,26.32942034,10.05967122,33.41311895
"BMR = 10%: Added, BMR: 0.1",10073,9.444397251,23.7829313,14.76491789,27.02035745,7.385374283,28.10879907
"BMR = 10%: Added, BMR: 0.1",10074,5.000928676,24.99637598,12.91315532,28.21803501,7.709827966,22.7767841
"BMR = 10%: Added, BMR: 0.1",10075,8.795888253,24.11877327,21.05236133,25.95809463,7.444038886,57.50227489
"BMR = 10%: Added, BMR: 0.1",10076,9.768425461,19.33750804,23.03755425,27.65548468,6.036100383,25.1978158
