bmr,index,model_average,Logistic,LogLogistic,Probit,QuantalLinear,DichotomousHill
"BMR = 10%: Extra, BMR: 0.1",159,18.05615353,16.49719779,18.25993886,19.84320254,6.05653293,16.25699192
"BMR = 10%: Extra, BMR: 0.1",160,13.09065916,23.51658329,40.90303218,19.19210978,5.719304109,38.95699794
"BMR = 10%: Extra, BMR: 0.1",161,15.53440401,19.23780118,36.32136017,19.19210978,5.05811405,19.13953201
"BMR = 10%: Extra, BMR: 0.1",162,29.72380215,18.77618928,23.78031361,19.19210978,8.228000598,67.40146949
"BMR = 10%: Extra, BMR: 0.1",163,27.37119064,22.61570787,15.0073879,19.19210978,7.39236246,45.87581805
"BMR = 10%: Extra, BMR: 0.1",164,28.4843116,23.11668441,31.37765367,19.02138866,8.094015632,47.97699698
"BMR = 10%: Extra, BMR: 0.1",165,22.73074066,19.46708568,31.20807596,19.68231204,7.011317771,38.50103846
"BMR = 10%: Extra, BMR: 0.1",166,15.49142232,18.87681814,26.88847962,19.74090943,6.48026399,55.41441369
"BMR = 10%: Extra, BMR: 0.1",167,29.21362246,18.16218825,26.7692304,20.87906895,8.433851953,33.8493211
"BMR = 10%: Extra, BMR: 0.1",168,18.66719485,18.90158832,28.9883977,20.88524526,7.683381501,61.60951804
"BMR = 10%: Extra, BMR: 0.1",169,42.8728733,19.20215722,34.374644,18.48512337,5.517956766,68.72132188
"BMR = 10%: Extra, BMR: 0.1",170,15.94719265,23.18091602,28.06251919,17.10791772,6.400260016,47.20690686
"BMR = 10%: Extra, BMR: 0.1",171,27.1720353,21.60193069,11.70611701,17.874391,9.630268194,31.45772369
"BMR = 10%: Extra, BMR: 0.1",172,21.08683306,21.60193069,58.8725779,17.874391,6.663301524,12.83698624
"BMR = 10%: Extra, BMR: 0.1",173,23.69934696,21.48154218,42.27652042,18.15710895,9.287726492,12.69252033
"BMR = 10%: Extra, BMR: 0.1",174,18.75903198,26.71976252,43.68009028,18.15710895,10.40615823,26.98874973
"BMR = 10%: Extra, BMR: 0.1",175,21.37478354,18.38505176,27.23669747,18.15710895,8.382942179,13.48469187
"BMR = 10%: Extra, BMR: 0.1",176,28.48003213,20.64741024,22.01009261,18.15710895,9.733205267,16.31730114
"BMR = 10%: Extra, BMR: 0.1",177,30.8643278,28.64090489,21.87170273,18.15710895,6.915021103,15.56387444
"BMR = 10%: Extra, BMR: 0.1",178,26.53899303,15.9176606,32.11166722,18.15710895,5.8347708,35.78199529
"BMR = 10%: Extra, BMR: 0.1",179,17.54064215,14.62955092,40.5179667,18.15710895,4.487104613,31.06063596
"BMR = 10%: Extra, BMR: 0.1",180,15.22293506,15.19740697,38.95762713,20.65395802,4.994990773,67.96469956
"BMR = 10%: Extra, BMR: 0.1",181,13.9866394,39.15905288,25.3567959,20.65395802,5.723964835,59.33025748
"BMR = 10%: Extra, BMR: 0.1",182,21.9960513,25.98941019,12.24071367,24.33477977,6.096785092,58.78577803
"BMR = 10%: Extra, BMR: 0.1",183,23.53571755,25.70482718,20.14338632,25.21702471,6.297976481,62.77489033
"BMR = 10%: Extra, BMR: 0.1",184,16.13839314,28.87380943,33.87521325,26.13468028,9.714530837,20.07730479
"BMR = 10%: Extra, BMR: 0.1",185,16.143709,21.49326554,36.44053966,19.24886264,5.223206066,26.21426625
"BMR = 10%: Extra, BMR: 0.1",186,22.28613489,25.31565082,26.69279408,18.55714143,6.437293965,31.32894048
"BMR = 10%: Extra, BMR: 0.1",187,33.53451251,27.88142711,23.80222255,16.4757591,6.517046495,12.8692488
"BMR = 10%: Extra, BMR: 0.1",188,18.9776846,30.88538818,26.90306348,17.89248649,6.040906463,25.0480294
"BMR = 10%: Extra, BMR: 0.1",189,21.6939896,29.24407669,34.74837456,24.50241739,4.446860648,3.985603834
"BMR = 10%: Extra, BMR: 0.1",190,24.88864663,29.24407669,19.2169165,30.4566211,4.804175567,6.022983314
"BMR = 10%: Extra, BMR: 0.1",191,25.67730346,28.25373074,16.05057003,25.16284354,6.659275809,9.439500013
"BMR = 10%: Extra, BMR: 0.1",192,22.17151545,20.8278946,17.34683199,23.75698373,7.326092024,40.52724314
"BMR = 10%: Extra, BMR: 0.1",193,22.45043332,22.71090481,28.96757488,29.74346985,9.947344323,38.5398168
"BMR = 10%: Extra, BMR: 0.1",194,29.15291833,20.7277268,35.49703383,27.91735865,7.179469901,41.86314625
"BMR = 10%: Extra, BMR: 0.1",195,14.35298037,23.98359091,34.53809652,24.01811704,4.779561615,35.80417889
"BMR = 10%: Extra, BMR: 0.1",196,18.32551759,26.88725928,26.21751517,25.20621039,4.994294383,33.45119508
"BMR = 10%: Extra, BMR: 0.1",197,17.8484173,22.1284478,36.93891492,25.30117837,4.732926663,23.03023631
"BMR = 10%: Extra, BMR: 0.1",198,41.29153013,24.94190862,21.35450965,25.23445302,4.48334203,16.95302207
"BMR = 10%: Extra, BMR: 0.1",199,30.06667558,19.66363031,13.81915744,21.50545584,10.62662794,36.98184117
"BMR = 10%: Extra, BMR: 0.1",200,28.85087857,29.91796348,11.36450385,19.98723154,6.057915619,14.59615017
"BMR = 10%: Extra, BMR: 0.1",201,29.48225661,21.91861715,12.13398847,19.47503272,5.974013629,52.38728249
"BMR = 10%: Extra, BMR: 0.1",202,21.36379242,21.94062254,12.49100535,18.52682241,6.201378907,34.43809163
"BMR = 10%: Extra, BMR: 0.1",203,23.70148519,16.1739181,12.24238099,30.14505601,8.870860581,25.05406839
"BMR = 10%: Extra, BMR: 0.1",204,15.69708374,17.40181561,5.657433698,18.25875133,5.511759008,31.10324618
"BMR = 10%: Extra, BMR: 0.1",205,23.31350713,17.33676553,21.82322672,18.29518014,5.585669675,27.51933356
"BMR = 10%: Extra, BMR: 0.1",206,27.69396061,23.57635943,17.53906394,13.48454042,7.030720454,26.84625676
"BMR = 10%: Extra, BMR: 0.1",207,20.37266913,16.6895271,24.06188853,14.18600731,5.058971236,36.04611536
"BMR = 10%: Extra, BMR: 0.1",208,29.59654604,27.9647285,36.78215496,13.29632804,4.464067009,20.62339037
"BMR = 10%: Extra, BMR: 0.1",209,27.58476733,30.81173208,26.2527406,13.13611346,6.946128776,32.97194064
"BMR = 10%: Extra, BMR: 0.1",210,23.510006,28.49548219,26.39578771,13.27608331,5.953758696,17.16730474
"BMR = 10%: Extra, BMR: 0.1",211,26.06024679,22.70283617,25.53242016,15.33978926,6.124459374,25.28518809
"BMR = 10%: Extra, BMR: 0.1",212,14.88231534,30.87312615,18.1372623,16.57136839,5.578493561,23.44668071
"BMR = 10%: Extra, BMR: 0.1",213,27.13889048,29.31184013,20.75274069,17.26198566,5.423513119,56.25455381
"BMR = 10%: Extra, BMR: 0.1",214,25.49756623,20.87956286,78.38820275,17.66914198,7.361236756,38.28179575
"BMR = 10%: Extra, BMR: 0.1",215,19.90515099,18.88993732,73.74374532,19.03193829,6.826078112,28.36178563
"BMR = 10%: Extra, BMR: 0.1",216,20.37259386,13.85294182,89.64758937,22.927015,6.769322044,45.28438513
"BMR = 10%: Extra, BMR: 0.1",217,19.44744976,17.69488965,101.8262509,20.78833964,7.996699606,37.10944259
"BMR = 10%: Extra, BMR: 0.1",218,28.87315855,20.14431828,77.16311533,23.32933972,7.616476798,48.8958541
"BMR = 10%: Extra, BMR: 0.1",219,19.66709342,18.98400943,69.29358579,30.67433314,6.835456203,12.92048883
"BMR = 10%: Extra, BMR: 0.1",220,23.7927361,19.10146604,78.7918373,15.63209135,5.363664656,21.50301493
"BMR = 10%: Extra, BMR: 0.1",221,22.18735842,24.89504511,78.7918373,26.89340182,7.626660164,33.22367348
"BMR = 10%: Extra, BMR: 0.1",222,21.68674542,29.74037139,78.7918373,18.1466207,6.933960866,34.83738743
"BMR = 10%: Extra, BMR: 0.1",223,37.48703927,33.66523864,96.04619737,25.74929483,5.667546111,24.91889135
"BMR = 10%: Extra, BMR: 0.1",224,34.75343706,20.4617564,66.49774418,25.20931099,7.858094017,21.40194018
"BMR = 10%: Extra, BMR: 0.1",225,21.37862742,21.32023106,64.28359999,25.83859023,6.753560885,53.26844611
"BMR = 10%: Extra, BMR: 0.1",226,20.17220028,22.49261041,61.37560986,20.03160482,5.78193804,58.84042135
"BMR = 10%: Extra, BMR: 0.1",227,19.20684723,21.26388631,61.37560986,16.12080946,6.515387053,45.614853
"BMR = 10%: Extra, BMR: 0.1",228,21.91861715,20.04993871,66.39586599,18.06222809,6.349719109,29.82604923
"BMR = 10%: Extra, BMR: 0.1",229,18.85997883,26.37044182,66.39586599,26.53047796,6.685187146,20.10288604
"BMR = 10%: Extra, BMR: 0.1",230,10.89559646,22.56476416,66.39586599,27.0296181,7.542158482,8.358515569
"BMR = 10%: Extra, BMR: 0.1",231,24.73204256,20.06297855,66.39586599,33.77185837,7.574764299,5.876122099
"BMR = 10%: Extra, BMR: 0.1",232,21.68611278,24.85768798,66.39586599,28.74830983,7.493384734,33.62320589
"BMR = 10%: Extra, BMR: 0.1",233,22.42192736,19.2529567,85.2289995,12.72445469,8.235794236,28.70409194
"BMR = 10%: Extra, BMR: 0.1",234,31.87275561,16.18409773,57.9905562,11.399262,8.419866665,21.03496409
"BMR = 10%: Extra, BMR: 0.1",235,16.25391234,21.68611278,71.88848249,12.0985272,9.384147465,26.7369387
"BMR = 10%: Extra, BMR: 0.1",236,20.35856627,15.99908518,70.74090469,11.89610868,5.564974457,34.31650399
"BMR = 10%: Extra, BMR: 0.1",237,16.59536533,14.99395731,31.50012665,12.3992879,5.401066766,42.29489179
"BMR = 10%: Extra, BMR: 0.1",238,21.02540341,14.15398834,34.79959021,16.28304991,6.512366667,32.36740261
"BMR = 10%: Extra, BMR: 0.1",239,31.25075644,18.58163797,44.76801144,26.19413292,5.717706589,39.25175261
"BMR = 10%: Extra, BMR: 0.1",240,34.46304845,25.42269487,35.24521602,22.53449168,6.482844016,44.9069588
"BMR = 10%: Extra, BMR: 0.1",241,23.39602589,22.03447047,66.43499396,15.16160451,7.382087324,32.70678827
"BMR = 10%: Extra, BMR: 0.1",242,22.40783372,24.44431796,63.11311535,17.06424898,8.849679975,50.57139499
"BMR = 10%: Extra, BMR: 0.1",243,15.82805483,28.33984478,42.61690945,21.71779632,7.233756583,62.64083403
"BMR = 10%: Extra, BMR: 0.1",244,27.7061128,20.43442091,60.22213131,19.8868795,4.550747646,49.81139392
"BMR = 10%: Extra, BMR: 0.1",245,13.50791129,24.95744362,33.61617176,14.81928231,4.253048312,37.10656388
"BMR = 10%: Extra, BMR: 0.1",246,16.60378757,11.89152606,61.87769477,15.48114954,5.055330199,23.95312691
"BMR = 10%: Extra, BMR: 0.1",247,15.80109531,14.44822068,51.77015689,18.89801467,5.073695773,48.72391309
"BMR = 10%: Extra, BMR: 0.1",248,29.300379,25.73412574,23.82545782,26.59436403,4.943090289,43.78272032
"BMR = 10%: Extra, BMR: 0.1",249,16.45768826,18.45364828,28.24897686,25.67798872,5.056650362,67.01778262
"BMR = 10%: Extra, BMR: 0.1",250,21.42053658,19.26306489,34.83897823,26.89648869,5.363102549,37.03247082
"BMR = 10%: Extra, BMR: 0.1",251,28.77128164,22.83147922,44.99782418,19.22050515,7.847300866,30.5765631
"BMR = 10%: Extra, BMR: 0.1",252,27.41920394,27.86717468,27.49876684,23.76186438,8.162949964,32.56471067
"BMR = 10%: Extra, BMR: 0.1",253,22.32285105,15.77932998,28.79980901,19.89796129,7.271995153,41.47416081
"BMR = 10%: Extra, BMR: 0.1",254,22.38545064,17.54288386,43.37550931,17.81184174,8.77895636,82.86004346
"BMR = 10%: Extra, BMR: 0.1",255,18.93315623,17.75857266,55.7702307,18.33571817,11.36668909,32.61855358
"BMR = 10%: Extra, BMR: 0.1",256,22.44432694,23.13631004,59.53463812,18.25210859,8.92470856,46.27830834
"BMR = 10%: Extra, BMR: 0.1",257,9.815242858,25.0719741,69.46211168,16.69163241,9.133833505,32.09054519
"BMR = 10%: Extra, BMR: 0.1",258,21.45386806,18.45750003,40.42642248,17.58569039,7.348363778,32.09054519
"BMR = 10%: Extra, BMR: 0.1",259,22.93624984,21.38104193,31.48591042,19.30446102,6.30473795,24.18003328
"BMR = 10%: Extra, BMR: 0.1",260,21.80449171,16.78070201,46.39684587,22.00705894,6.025765837,20.6378155
"BMR = 10%: Extra, BMR: 0.1",261,15.57073306,19.53806698,38.40332863,24.4860676,6.899637963,38.74185229
"BMR = 10%: Extra, BMR: 0.1",262,16.04385725,27.6966005,58.58577022,18.74089793,6.237172289,28.17890702
"BMR = 10%: Extra, BMR: 0.1",263,18.52900414,25.99814823,36.30269177,23.28558082,5.038549492,27.41060155
"BMR = 10%: Extra, BMR: 0.1",264,18.28378408,26.17831325,58.76403478,20.7504943,5.566314768,40.76150021
"BMR = 10%: Extra, BMR: 0.1",265,32.57743586,24.93008001,42.37532078,20.56967463,9.213613492,47.52092339
"BMR = 10%: Extra, BMR: 0.1",266,25.20400531,19.897187,50.40090815,17.79441922,9.546665989,40.15497299
"BMR = 10%: Extra, BMR: 0.1",267,18.19817511,27.90164621,73.36948594,17.79441922,8.183817749,14.02723922
"BMR = 10%: Extra, BMR: 0.1",268,25.61604056,19.60454103,42.7838051,16.57995089,5.978699755,17.08817154
"BMR = 10%: Extra, BMR: 0.1",269,22.84953128,25.55442383,67.20514521,16.57995089,5.733263232,38.57402512
"BMR = 10%: Extra, BMR: 0.1",270,18.87267441,18.21963976,63.10610293,18.8116074,5.455560681,18.61788114
"BMR = 10%: Extra, BMR: 0.1",271,23.06781048,18.21963976,60.4441259,21.49609858,3.990906392,26.20773834
"BMR = 10%: Extra, BMR: 0.1",272,30.88082586,28.76191881,51.92544057,21.76948342,2.881840587,57.81893299
"BMR = 10%: Extra, BMR: 0.1",273,13.52634503,25.32395553,50.09712492,21.17725174,14.01734055,27.73581312
"BMR = 10%: Extra, BMR: 0.1",274,20.13136131,18.37702602,58.89093394,20.83978528,4.481575235,23.90507746
"BMR = 10%: Extra, BMR: 0.1",275,23.15423291,28.94830909,85.71890882,20.83239428,3.755341209,36.05697064
"BMR = 10%: Extra, BMR: 0.1",276,25.66470427,15.22645393,70.70845508,17.23300139,5.162758652,29.14939395
"BMR = 10%: Extra, BMR: 0.1",277,19.71474635,22.73205673,70.70845508,15.88616875,3.703204181,29.2125927
"BMR = 10%: Extra, BMR: 0.1",278,21.99335735,26.37795265,70.70845508,15.30143596,7.880948445,32.52310366
"BMR = 10%: Extra, BMR: 0.1",279,30.07015702,27.14974093,58.07961814,15.30143596,11.5734029,35.20607963
"BMR = 10%: Extra, BMR: 0.1",280,18.64197046,24.63760996,37.63696978,14.62557505,8.247901696,25.47152763
"BMR = 10%: Extra, BMR: 0.1",281,21.80149531,25.21650944,54.16849852,13.7329182,5.198231876,9.356820546
"BMR = 10%: Extra, BMR: 0.1",282,20.98716009,19.53796495,43.85773399,13.88887281,7.393239722,3.501091771
"BMR = 10%: Extra, BMR: 0.1",283,23.11867813,23.30847982,52.91944377,14.33679985,7.162294753,10.39483078
"BMR = 10%: Extra, BMR: 0.1",284,19.79028137,29.81830461,42.55617699,15.35215791,5.625890321,44.75627507
"BMR = 10%: Extra, BMR: 0.1",285,22.5753554,21.70878897,60.60933902,29.38194501,6.869603008,59.16448792
"BMR = 10%: Extra, BMR: 0.1",286,18.84633401,20.25185274,53.16307851,15.70417976,8.528859692,41.20828512
"BMR = 10%: Extra, BMR: 0.1",287,20.88353186,21.33312849,25.79794606,17.29342848,10.51426539,43.58925886
"BMR = 10%: Extra, BMR: 0.1",288,23.74933735,21.397768,20.11334526,18.34866408,5.075996362,33.35938552
"BMR = 10%: Extra, BMR: 0.1",289,30.84264247,14.88972094,45.05789004,16.4005486,7.625044902,27.59382794
"BMR = 10%: Extra, BMR: 0.1",290,23.01718204,29.70161069,38.37322917,21.78386081,6.421830381,30.7575861
"BMR = 10%: Extra, BMR: 0.1",291,28.87380943,19.22182888,35.46894797,23.5572617,14.3429715,16.44168258
"BMR = 10%: Extra, BMR: 0.1",292,29.47302828,18.56492685,30.9826389,22.69238805,10.55651257,28.36089013
"BMR = 10%: Extra, BMR: 0.1",293,35.04262091,27.46162656,24.06666303,21.06117813,9.427266401,27.47523548
"BMR = 10%: Extra, BMR: 0.1",294,16.70103417,14.37076848,43.17943507,23.10905001,8.28852146,21.58810621
"BMR = 10%: Extra, BMR: 0.1",295,21.09870334,30.12165123,46.17477017,22.22167703,7.521492626,22.42278269
"BMR = 10%: Extra, BMR: 0.1",296,24.71741177,35.30173761,32.89885826,21.55480248,11.53862208,31.47282763
"BMR = 10%: Extra, BMR: 0.1",297,30.65300525,32.11529766,30.85194514,19.52044205,11.42472734,11.85005763
"BMR = 10%: Extra, BMR: 0.1",298,15.83674006,21.53803392,47.00478508,25.02543715,9.755204805,32.79797323
"BMR = 10%: Extra, BMR: 0.1",299,23.79756445,19.83902613,52.81268583,22.35308865,11.54388353,33.73738017
"BMR = 10%: Extra, BMR: 0.1",300,27.57651165,26.35493844,43.591508,22.35308865,10.87954108,31.80226762
"BMR = 10%: Extra, BMR: 0.1",301,33.16483568,25.95996492,18.99079473,22.35308865,8.652691471,15.51234215
"BMR = 10%: Extra, BMR: 0.1",302,22.34103836,28.23338464,38.3658455,22.35308865,7.009465684,29.41742058
"BMR = 10%: Extra, BMR: 0.1",303,32.72297587,30.58995263,19.08084153,22.35308865,5.430789746,8.694521775
"BMR = 10%: Extra, BMR: 0.1",304,20.00376647,20.51158172,35.53724776,22.20904971,5.510529604,7.942788529
"BMR = 10%: Extra, BMR: 0.1",305,14.98159256,27.58581424,24.25045306,22.5110172,9.877049044,33.3223707
"BMR = 10%: Extra, BMR: 0.1",306,22.78152077,28.99222856,15.96629007,27.69940968,9.734990678,31.68998294
"BMR = 10%: Extra, BMR: 0.1",307,20.59575624,16.93976765,14.60466568,25.72095473,13.22432308,64.89867864
"BMR = 10%: Extra, BMR: 0.1",308,27.78276336,19.27513156,22.03552634,26.21641802,11.10350604,75.8008191
"BMR = 10%: Extra, BMR: 0.1",309,20.30765257,19.27513156,12.79007068,25.55315493,11.16122806,30.44931432
"BMR = 10%: Extra, BMR: 0.1",310,14.23873799,25.37255152,12.79252795,27.25842101,11.12663019,20.21110416
"BMR = 10%: Extra, BMR: 0.1",311,28.63525164,20.52396878,23.24821989,23.15343819,3.995803183,24.2782818
"BMR = 10%: Extra, BMR: 0.1",312,26.23924763,21.51857441,29.86624724,23.68949794,9.223684091,20.89351177
"BMR = 10%: Extra, BMR: 0.1",313,26.39945905,27.2858321,35.31398022,22.9799169,10.08893376,16.60257023
"BMR = 10%: Extra, BMR: 0.1",314,17.36663676,31.72230434,24.01470412,29.12925927,10.40996848,10.11234221
"BMR = 10%: Extra, BMR: 0.1",315,43.22337282,27.61719894,28.29374171,25.48839654,4.367195397,11.59513218
"BMR = 10%: Extra, BMR: 0.1",316,24.59694158,20.34537742,18.42486956,28.51286587,9.476082105,26.92399566
"BMR = 10%: Extra, BMR: 0.1",317,22.65190359,17.41578576,40.83496748,28.51286587,9.585751204,25.45938447
"BMR = 10%: Extra, BMR: 0.1",318,15.39529551,18.75398445,22.41314782,28.51286587,9.585751204,20.67824731
"BMR = 10%: Extra, BMR: 0.1",319,24.93215538,18.91262896,21.07824864,27.5092444,9.155567083,28.55958464
"BMR = 10%: Extra, BMR: 0.1",320,32.61674995,14.88802916,21.58235993,27.5092444,4.465820024,24.42396094
"BMR = 10%: Extra, BMR: 0.1",321,22.56476416,15.84365235,40.63250127,27.5092444,9.201992677,18.30545084
"BMR = 10%: Extra, BMR: 0.1",322,23.28669493,23.49430115,29.55151977,27.5092444,4.100287906,16.38160466
"BMR = 10%: Extra, BMR: 0.1",323,21.35120729,19.45220528,32.24685381,32.83935401,6.694995061,31.38215158
"BMR = 10%: Extra, BMR: 0.1",324,17.19060839,17.65765319,34.07413519,36.00894061,4.822088927,62.15035075
"BMR = 10%: Extra, BMR: 0.1",325,21.99867916,17.08611634,35.74050685,36.95328601,7.193598785,53.00396803
"BMR = 10%: Extra, BMR: 0.1",326,34.70372825,22.79633084,35.11276588,31.25082797,6.492596276,47.45462913
"BMR = 10%: Extra, BMR: 0.1",327,25.70244323,28.70680244,35.11276588,31.25082797,6.628838616,19.11089125
"BMR = 10%: Extra, BMR: 0.1",328,24.75571995,27.26508059,36.37028803,31.25082797,5.220313652,26.58985774
"BMR = 10%: Extra, BMR: 0.1",329,26.99687159,19.5112569,33.2186839,31.25082797,8.920075032,12.06347453
"BMR = 10%: Extra, BMR: 0.1",330,23.71038598,15.59575696,20.77031455,31.25082797,8.677077116,25.61689612
"BMR = 10%: Extra, BMR: 0.1",331,18.54867555,15.33705159,26.60985182,31.25082797,8.021033059,28.13138434
"BMR = 10%: Extra, BMR: 0.1",332,23.21495188,25.28683833,18.56229863,28.88333358,5.514941048,28.24035731
"BMR = 10%: Extra, BMR: 0.1",333,18.15255466,29.46664548,18.68313497,29.5953209,7.451874239,20.28036019
"BMR = 10%: Extra, BMR: 0.1",334,18.25271661,29.46664548,27.03451208,29.5953209,6.782330728,34.33751324
"BMR = 10%: Extra, BMR: 0.1",335,22.09666508,24.6241555,23.78471783,32.34373064,6.623629481,34.33751324
"BMR = 10%: Extra, BMR: 0.1",336,24.12632393,18.26082408,19.76119683,35.01013787,5.746368727,34.33751324
"BMR = 10%: Extra, BMR: 0.1",337,27.68875552,20.6618384,32.83164994,35.01013787,5.665618923,34.33751324
"BMR = 10%: Extra, BMR: 0.1",338,22.92424282,20.56269999,16.99406841,35.01013787,8.854153101,43.78213589
"BMR = 10%: Extra, BMR: 0.1",339,27.50263229,13.07444502,25.2471569,35.01013787,9.606985435,50.88263171
"BMR = 10%: Extra, BMR: 0.1",340,15.29381643,17.68250693,12.82296538,35.01013787,7.030651461,58.5795428
"BMR = 10%: Extra, BMR: 0.1",341,27.2026887,23.02499395,15.24321633,35.01013787,7.055299036,67.28940531
"BMR = 10%: Extra, BMR: 0.1",342,18.24084126,21.02229166,15.24321633,35.01013787,6.181048446,55.66985114
"BMR = 10%: Extra, BMR: 0.1",343,31.18986704,13.72326735,14.71623312,37.43409293,5.010115359,51.19591146
"BMR = 10%: Extra, BMR: 0.1",344,14.18622475,13.72326735,20.89745227,34.7868677,5.039825451,55.59300971
"BMR = 10%: Extra, BMR: 0.1",345,14.15420361,32.32281693,32.08489957,37.39344299,6.585516458,56.46185872
"BMR = 10%: Extra, BMR: 0.1",346,22.94514453,33.50937715,31.88087709,38.9590691,7.347595092,56.46185872
"BMR = 10%: Extra, BMR: 0.1",347,14.43283748,23.70534758,33.34026106,33.13752262,7.572666652,56.46185872
"BMR = 10%: Extra, BMR: 0.1",348,30.04796557,17.48479789,29.93756086,23.64099842,7.250219914,56.46185872
"BMR = 10%: Extra, BMR: 0.1",349,33.35732296,28.10343225,29.4775504,23.44710485,7.201567128,54.7070421
"BMR = 10%: Extra, BMR: 0.1",350,26.28534714,27.12452292,32.04389102,29.22861884,6.613479918,57.9936795
"BMR = 10%: Extra, BMR: 0.1",351,19.01553443,27.12452292,32.84490479,27.43153537,8.417314483,59.63424063
"BMR = 10%: Extra, BMR: 0.1",352,12.53505001,26.99196597,34.82250165,25.32820921,5.605510488,52.82507604
"BMR = 10%: Extra, BMR: 0.1",353,26.82300932,26.99196597,33.48929838,20.56154461,5.6102511,21.82528164
"BMR = 10%: Extra, BMR: 0.1",354,19.44602607,26.0354315,31.12209872,19.10507878,6.282678334,22.38626708
"BMR = 10%: Extra, BMR: 0.1",355,30.03732931,26.0354315,30.94426405,18.57937226,12.07625337,43.39254117
"BMR = 10%: Extra, BMR: 0.1",356,23.56952354,26.0354315,31.03807704,21.02307389,6.809987135,37.01269052
"BMR = 10%: Extra, BMR: 0.1",357,20.7003185,34.93926019,17.30688714,21.58023182,5.438127203,9.287507538
"BMR = 10%: Extra, BMR: 0.1",358,16.92040906,34.93926019,16.74444045,29.28882427,7.260292848,14.53163933
"BMR = 10%: Extra, BMR: 0.1",359,25.1175349,34.93926019,26.67771892,26.42188803,8.085210303,23.05568248
"BMR = 10%: Extra, BMR: 0.1",360,19.68915434,34.93926019,23.82476041,26.19259128,9.83970437,42.23272206
"BMR = 10%: Extra, BMR: 0.1",361,21.40817151,35.40985796,26.92343676,26.19259128,4.64236473,21.31876179
"BMR = 10%: Extra, BMR: 0.1",362,26.13005979,33.09747638,17.48049069,26.13173663,9.228305657,42.90976773
"BMR = 10%: Extra, BMR: 0.1",363,26.54560892,33.09747638,26.01056662,25.95951065,10.02258566,19.30220852
"BMR = 10%: Extra, BMR: 0.1",364,23.20203133,40.47634324,31.72660138,25.1777,10.38019598,27.73750461
"BMR = 10%: Extra, BMR: 0.1",365,15.69283961,15.9494748,33.92404632,22.29069344,5.413309456,36.41153482
"BMR = 10%: Extra, BMR: 0.1",366,13.37069782,20.13426541,18.17756682,22.68469209,7.06824556,73.41400034
"BMR = 10%: Extra, BMR: 0.1",367,25.83966083,16.29706646,35.16032639,24.8255831,8.081571377,54.7300185
"BMR = 10%: Extra, BMR: 0.1",368,20.95620662,15.43859214,47.96571681,29.63431791,5.521273612,77.47525219
"BMR = 10%: Extra, BMR: 0.1",369,33.78245855,16.30599032,16.04361224,27.21575456,4.584409435,43.85326224
"BMR = 10%: Extra, BMR: 0.1",370,23.92591039,14.65702959,30.92766086,30.54307119,8.13652926,30.26256557
"BMR = 10%: Extra, BMR: 0.1",371,17.62180822,17.0566142,53.5618245,29.90232117,7.629624611,42.25728144
"BMR = 10%: Extra, BMR: 0.1",372,19.59621563,20.18114017,40.98237534,19.00250411,8.455371223,50.70508533
"BMR = 10%: Extra, BMR: 0.1",373,26.59292739,23.54423241,19.8566894,20.39645626,6.390383953,35.90815038
"BMR = 10%: Extra, BMR: 0.1",374,21.26964092,25.06284071,29.85336939,18.90289166,6.547660015,12.72421323
"BMR = 10%: Extra, BMR: 0.1",375,29.4111495,14.38374194,24.67155367,22.99240713,7.043646098,19.57156861
"BMR = 10%: Extra, BMR: 0.1",376,24.62328524,21.59137873,18.9701189,22.88345386,6.649633911,26.79955884
"BMR = 10%: Extra, BMR: 0.1",377,15.56715294,14.01242955,27.33726159,22.76879795,9.186995341,63.54178138
"BMR = 10%: Extra, BMR: 0.1",378,13.44695791,29.325156,31.67253981,19.11375823,6.349775385,26.46749128
"BMR = 10%: Extra, BMR: 0.1",379,14.47243482,22.15369217,33.45327394,22.38059582,5.652789554,9.065006595
"BMR = 10%: Extra, BMR: 0.1",380,17.42327215,16.86702853,20.50669718,21.93110324,5.975059892,31.75912928
"BMR = 10%: Extra, BMR: 0.1",381,26.73561781,36.74326795,33.74572742,16.13798169,5.754907919,28.59200687
"BMR = 10%: Extra, BMR: 0.1",382,42.3174254,39.95363696,33.74572742,21.43357027,6.778480595,33.35169761
"BMR = 10%: Extra, BMR: 0.1",383,34.75343706,15.27763205,31.40608072,20.46735349,6.149323284,23.68922167
"BMR = 10%: Extra, BMR: 0.1",384,19.81862875,15.36924198,26.56430338,19.91016554,6.362915029,46.63234457
"BMR = 10%: Extra, BMR: 0.1",385,19.07558429,28.5179841,25.76855676,31.59854695,6.655687737,24.57520034
"BMR = 10%: Extra, BMR: 0.1",386,32.18804414,28.52155842,12.03191063,16.31964916,7.750549623,52.8162305
"BMR = 10%: Extra, BMR: 0.1",387,24.19763316,22.7921579,23.49775748,15.38928818,5.32760882,18.506061
"BMR = 10%: Extra, BMR: 0.1",388,27.92927197,20.70073212,31.51872669,18.94127258,3.97794358,10.91014105
"BMR = 10%: Extra, BMR: 0.1",389,21.78507177,23.13259869,18.63840082,18.50210761,4.274438775,15.87399934
"BMR = 10%: Extra, BMR: 0.1",390,33.84386762,23.13259869,30.64920915,21.58275294,8.330192177,16.34480045
